Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
65,"S Abdullah, J Arshad, MM Khan, M Alazab…","PRISED tangle: A privacy-aware framework for smart healthcare data sharing using IOTA tangle",2023,"Complex &Intelligent …","Springer","https://link.springer.com/article/10.1007/s40747-021-00610-8","https://scholar.google.com/scholar?cites=5762120548588488424&as_sdt=2005&sciodt=2007&hl=en",11,"2025-06-12 13:07:09","HTML","10.1007/s40747-021-00610-8","","",,,,,65,32.50,13,5,2,"… secure sharing of health data in the digital healthcare system [… framework that enables sharing and transport of health data in … -scalable and granular medical data exchange. It primarily …","https://link.springer.com/article/10.1007/s40747-021-00610-8","https://scholar.google.com/scholar?q=related:6IaYIxwq908J:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
46,"Y Meng, Z Huang, G Shen, C Ke","SDN-based security enforcement framework for data sharing systems of smart healthcare",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8836534/","https://scholar.google.com/scholar?cites=6907519610305028459&as_sdt=2005&sciodt=2007&hl=en",12,"2025-06-12 13:07:09","","","","",,,,,46,7.67,12,4,6,"… framework for data sharing system of smart healthcare. We first establish the system model of data sharing … the SDN-based security enforcement framework in detail. We introduce an …","","https://scholar.google.com/scholar?q=related:a6FG63xw3F8J:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
167,"MT Britto, SC Fuller, HC Kaplan, U Kotagal…","Using a network organisational architecture to support the development of Learning Healthcare Systems",2018,"BMJ quality & …","qualitysafety.bmj.com","https://qualitysafety.bmj.com/content/27/11/937.abstract","https://scholar.google.com/scholar?cites=6173447212871835592&as_sdt=2005&sciodt=2007&hl=en",13,"2025-06-12 13:07:09","","","","",,,,,167,23.86,33,5,7,"… of data entry, facilitate care and result in data useful for research and learning. We describe how this organisational framework has … Learning Networks share a common framework and …","https://qualitysafety.bmj.com/content/qhc/27/11/937.full.pdf","https://scholar.google.com/scholar?q=related:yN_ZIoh9rFUJ:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
40,"Q Wang, S Qin","A hyperledger fabric-based system framework for healthcare data management",2021,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/11/24/11693","https://scholar.google.com/scholar?cites=15587666909038197300&as_sdt=2005&sciodt=2007&hl=en",14,"2025-06-12 13:07:09","HTML","","","",,,,,40,10.00,20,2,4,"… To overcome the above shortcomings, this paper proposes an improved healthcare data sharing scheme targeting the privacy issues of medical practice. In compliance with legal …","https://www.mdpi.com/2076-3417/11/24/11693","https://scholar.google.com/scholar?q=related:NDpVfneEUtgJ:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
2,"EFG Pinto","Architecture framework to foster clinical data sharing",2013,"Health","","","https://scholar.google.com/scholar?cites=4509754907729399341&as_sdt=2005&sciodt=2007&hl=en",15,"2025-06-12 13:07:09","CITATION","","","",,,,,2,0.17,2,1,12,"","","https://scholar.google.com/scholar?q=related:LQ5J4zHelT4J:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
39,"DC Nguyen, PN Pathirana, M Ding…","A cooperative architecture of data offloading and sharing for smart healthcare with blockchain",2021,"… on Blockchain and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9461063/","https://scholar.google.com/scholar?cites=7398704507808099097&as_sdt=2005&sciodt=2007&hl=en",16,"2025-06-12 13:07:09","","","","",,,,,39,9.75,10,4,4,"… to centralized healthcare … data offloading and data sharing for healthcare using edge cloud and blockchain. First, an efficient data offloading scheme is proposed where IoT health data …","https://arxiv.org/pdf/2103.10186","https://scholar.google.com/scholar?q=related:Gav7wYx6rWYJ:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
488,"V Patel","A framework for secure and decentralized sharing of medical imaging data via blockchain consensus",2019,"Health informatics journal","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1460458218769699","https://scholar.google.com/scholar?cites=5092448289336802008&as_sdt=2005&sciodt=2007&hl=en",17,"2025-06-12 13:07:09","","10.1177/1460458218769699","","",,,,,488,81.33,488,1,6,"… the virtual analog of the optical disc, and the patient can subsequently permit his or her healthcare providers to access these data. The ISN architecture is schematized in Figure 1. …","https://journals.sagepub.com/doi/full/10.1177/1460458218769699","https://scholar.google.com/scholar?q=related:2Dr3-rwCrEYJ:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
29,"FH Semantha, S Azam, B Shanmugam…","Pbdinehr: A novel privacy by design developed framework using distributed data storage and sharing for secure and scalable electronic health records …",2023,"Journal of Sensor and …","mdpi.com","https://www.mdpi.com/2224-2708/12/2/36","https://scholar.google.com/scholar?cites=14812872932800183269&as_sdt=2005&sciodt=2007&hl=en",18,"2025-06-12 13:07:09","HTML","","","",,,,,29,14.50,7,4,2,"… [56] proposed PatientDataChain, a framework that aims to provide a healthcare application that allows patients to control their healthcare data. Patients must know what data are …","https://www.mdpi.com/2224-2708/12/2/36","https://scholar.google.com/scholar?q=related:5buNTnPlkc0J:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
13,"T Laohakangvalvit, T Achalakul","Cloud-based data exchange framework for healthcare services",2014,"2014 11th International Joint …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6841874/","https://scholar.google.com/scholar?cites=10629639208194942818&as_sdt=2005&sciodt=2007&hl=en",19,"2025-06-12 13:07:09","","","","",,,,,13,1.18,7,2,11,"… Health information exchange (HIE) [9] is the model that allows sharing and accessing patient data securely in electronic format. HIE concept needs appropriate Master Patient Index as …","","https://scholar.google.com/scholar?q=related:YicGp4oQhJMJ:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
39,"S Jain, R Doriya","Security framework to healthcare robots for secure sharing of healthcare data from cloud",2022,"International Journal of Information Technology","Springer","https://link.springer.com/article/10.1007/s41870-022-00997-8","https://scholar.google.com/scholar?cites=6469512912355111699&as_sdt=2005&sciodt=2007&hl=en",20,"2025-06-12 13:07:09","HTML","10.1007/s41870-022-00997-8","","",,,,,39,13.00,20,2,3,"… In this paper, the proposed architecture uses an ECC-based data server that provides … In this paper, a security framework for securely sharing robotics data from the cloud to healthcare …","https://link.springer.com/article/10.1007/s41870-022-00997-8","https://scholar.google.com/scholar?q=related:E7O6grdTyFkJ:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
94,"S Amofa, EB Sifah, OB Kwame, S Abla…","A blockchain-based architecture framework for secure sharing of personal health data",2018,"2018 IEEE 20th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8531160/","https://scholar.google.com/scholar?cites=5860549971839550505&as_sdt=2005&sciodt=2007&hl=en",21,"2025-06-12 13:07:09","","","","",,,,,94,13.43,19,5,7,"… However due to fragmentation[3] and isolation of personal health[4] data in hospitals’ and healthcare provider networks to comply with industry and government regulation [5][6][7] it is …","","https://scholar.google.com/scholar?q=related:KQTsGybbVFEJ:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
26,"P Knaup, TM Deserno, HU Prokosch…","Implementation of a national framework to promote health data sharing",2018,"Yearbook of medical …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0038-1641210","https://scholar.google.com/scholar?cites=6909787609713853967&as_sdt=2005&sciodt=2007&hl=en",22,"2025-06-12 13:07:09","HTML","10.1055/s-0038-1641210","","",,,,,26,3.71,7,4,7,"… period of three years that data sharing yields measurable improvements for patients and the … Several consortia work on clinical scenarios such as alerting in health care (infectiology), …","https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0038-1641210","https://scholar.google.com/scholar?q=related:D8Zjrjh_5F8J:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
59,"K Hasan, MJM Chowdhury, K Biswas, K Ahmed…","A blockchain-based secure data-sharing framework for software defined wireless body area networks",2022,"Computer Networks","Elsevier","https://www.sciencedirect.com/science/article/pii/S1389128622001670","https://scholar.google.com/scholar?cites=13318651740912154833&as_sdt=2005&sciodt=2007&hl=en",23,"2025-06-12 13:07:09","","","","",,,,,59,19.67,12,5,3,"… in a healthcare system. To overcome these challenges, we propose an architectural framework … Area Networks (SDWBANs) to facilitate secure data sharing. We have also designed and …","https://research.edgehill.ac.uk/files/51338215/Computer_and_Security_Blockchain_2_.pdf","https://scholar.google.com/scholar?q=related:0fg0cDFb1bgJ:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
14,"AM Perumal, ERS Nadar","Architectural framework of a group key management system for enhancing e‐healthcare data security",2020,"Healthcare Technology Letters","Wiley Online Library","https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/htl.2018.5114","https://scholar.google.com/scholar?cites=1197498711380917160&as_sdt=2005&sciodt=2007&hl=en",24,"2025-06-12 13:07:09","","10.1049/htl.2018.5114","","",,,,,14,2.80,7,2,5,"… The proposed methodology has been deployed and tested for healthcare users groups such as genomic data sharing, health exchanges, offices and clinics, cloud networks, insurers, …","https://ietresearch.onlinelibrary.wiley.com/doi/pdf/10.1049%2Fhtl.2018.5114","https://scholar.google.com/scholar?q=related:qPvYvrtenhAJ:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
17,"V Kamath, Y Lahari, K Mohanchandra","Blockchain based framework for secure data sharing of medicine supply chain in health care system",2022,"International Journal of …","lamintang.org","https://lamintang.org/journal/index.php/ijai/article/view/358","https://scholar.google.com/scholar?cites=17697126750395618867&as_sdt=2005&sciodt=2007&hl=en",25,"2025-06-12 13:07:09","","","","",,,,,17,5.67,6,3,3,"… Further, framework provides the historian records for auditing that stores the history … framework. Our experimental results demonstrated that this framework assures the key data sharing …","http://lamintang.org/journal/index.php/ijai/article/download/358/260","https://scholar.google.com/scholar?q=related:M9ZkHgTTmPUJ:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
0,"A Kumar, P Batta, PS Rathore, S Ahuja","Secure healthcare data sharing and attack detection framework using radial basis neural network",2025,"Scientific Reports","nature.com","https://www.nature.com/articles/s41598-025-99676-4","",26,"2025-06-12 13:07:09","HTML","","","",,,,,0,0.00,0,4,1,"… data sharing in blockchain-based smart healthcare systems to address the challenges associated with efficient data sharing and ensure data protection amongst healthcare … healthcare …","https://www.nature.com/articles/s41598-025-99676-4","https://scholar.google.com/scholar?q=related:cOL-DYg8eoEJ:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
16,"F Al-Nayadi, JH Abawajy","An authorization policy management framework for dynamic medical data sharing",2007,"The 2007 International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4438447/","https://scholar.google.com/scholar?cites=12176686371129992509&as_sdt=2005&sciodt=2007&hl=en",27,"2025-06-12 13:07:09","","","","",,,,,16,0.89,8,2,18,"… of security issues that are characteristic of P2P data sharing systems with emphases on healthcare information systems. The proposed framework is then presented in Section 3. The …","https://dro.deakin.edu.au/articles/conference_contribution/An_authorization_policy_management_framework_for_dynamic_medical_data_sharing/20556561/1/files/36782637.pdf","https://scholar.google.com/scholar?q=related:PSWLXL1H_KgJ:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
111,"DJ Baldock, VG Svinenko, KE Marshall…","Electronic health record sharing using hybrid architecture",2014,"US Patent …","Google Patents","https://patents.google.com/patent/US8650045B2/en","https://scholar.google.com/scholar?cites=16927003584610316165&as_sdt=2005&sciodt=2007&hl=en",28,"2025-06-12 13:07:09","","","","",,,,,111,10.09,28,4,11,"… healthcare data G16H10/60—ICT specially adapted for the handling or processing of patient-related medical or healthcare data for patient-specific data, eg for electronic patient records …","https://patentimages.storage.googleapis.com/60/e5/c6/4845e2fee5669d/US8650045.pdf","https://scholar.google.com/scholar?q=related:hS92vBPM6OoJ:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
287,"AP Singh, NR Pradhan, AK Luhach…","A novel patient-centric architectural framework for blockchain-enabled healthcare applications",2020,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9259231/","https://scholar.google.com/scholar?cites=14924226311728334829&as_sdt=2005&sciodt=2007&hl=en",29,"2025-06-12 13:07:09","","","","",,,,,287,57.40,72,4,5,"… The proposed framework presents a common data-sharing platform for disjoint … -centric framework for a blockchain-enabled healthcare system that not only addresses the issues of data …","","https://scholar.google.com/scholar?q=related:7QcbMsKAHc8J:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
140,"N El Aboudi, L Benhlima","Big data management for healthcare systems: architecture, requirements, and implementation",2018,"Advances in bioinformatics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1155/2018/4059018","https://scholar.google.com/scholar?cites=3253427220701733874&as_sdt=2005&sciodt=2007&hl=en",30,"2025-06-12 13:07:09","","10.1155/2018/4059018","","",,,,,140,20.00,70,2,7,"… Therefore, it is difficult to share information and integrate healthcare data. In this context, … structure and semantics, which allows sharing and reuse of data across different systems. In …","https://onlinelibrary.wiley.com/doi/pdf/10.1155/2018/4059018","https://scholar.google.com/scholar?q=related:8mOD4NF-Ji0J:scholar.google.com/&scioq=data+sharing+framework%7Carchitecture+healthcare&hl=en&as_sdt=2007"
