Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
20,"C Galiotto, GK Papageorgiou, K Voulgaris…","Unlocking the deployment of spectrum sharing with a policy enforcement framework",2018,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8271989/","https://scholar.google.com/scholar?cites=16546828052680591863&as_sdt=2005&sciodt=2007&hl=en",11,"2025-06-12 13:09:15","","","","",,,,,20,2.86,5,4,7,"… a policy enforcement function as part of the spectrum sharing … compliance with the spectrum sharing rules and limit the … policy enforcement mechanism that is built within the sharing …","https://ieeexplore.ieee.org/iel7/6287639/6514899/08271989.pdf","https://scholar.google.com/scholar?q=related:98l-73EkouUJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
9,"JC Pickering, AM Fox","Enabling collaboration and communication across law enforcement jurisdictions: Data sharing in a multiagency partnership",2022,"Criminal Justice Policy Review","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/08874034211066756","https://scholar.google.com/scholar?cites=10740678550253090159&as_sdt=2005&sciodt=2007&hl=en",12,"2025-06-12 13:09:15","","10.1177/08874034211066756","","",,,,,9,3.00,5,2,3,"… enforcement agencies. As the CSU relied on participating law enforcement agencies to share data … , partnering law enforcement agencies had motivation to share information daily. It is …","","https://scholar.google.com/scholar?q=related:bzV-IjyODpUJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
32,"H Vollaard, HM van de Bovenkamp, K Vrangbæk","The emerging EU quality of care policy: from sharing information to enforcement",2013,"Health Policy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168851013001292","https://scholar.google.com/scholar?cites=17687075570054175097&as_sdt=2005&sciodt=2007&hl=en",13,"2025-06-12 13:09:15","","","","",,,,,32,2.67,11,3,12,"… from sharing information to standardization and even to the first signs of enforcement. We … Our results show a broadening of the scope of EU policy both in general healthcare policy …","","https://scholar.google.com/scholar?q=related:eZmRVIUddfUJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
0,"R Phythian, S Kirby","Perception or reality? Data protection legislation as an impediment to law enforcement information sharing, and ways to prevent it",2025,"Police Practice and Research","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/15614263.2025.2465262","",14,"2025-06-12 13:09:15","","10.1080/15614263.2025.2465262","","",,,,,0,0.00,0,2,1,"… enforcement information sharing. It also illustrated that as the level, type and format of data has increased, data … This is true across the world and has resulted in data sharing rules being …","https://www.tandfonline.com/doi/pdf/10.1080/15614263.2025.2465262","https://scholar.google.com/scholar?q=related:cKAzZoqjQwMJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
25,"WT Tsai, X Zhou, X Wei","A policy enforcement framework for verification and control of service collaboration",2008,"Information Systems and E-Business …","Springer","https://link.springer.com/article/10.1007/s10257-007-0059-8","https://scholar.google.com/scholar?cites=12803211876573094295&as_sdt=2005&sciodt=2007&hl=en",15,"2025-06-12 13:09:15","","10.1007/s10257-007-0059-8","","",,,,,25,1.47,8,3,17,"… This paper proposes a policy enforcement framework to … This paper proposes a dynamic policy enforcement framework that … a policy specification language, a policy completeness and …","","https://scholar.google.com/scholar?q=related:l6EzD14lrrEJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
6,"HH Nguyen, PH Phung, PH Nguyen…","Context-driven policies enforcement for edge-based IoT data sharing-as-a-service",2022,"2022 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9860230/","https://scholar.google.com/scholar?cites=8197330679860091692&as_sdt=2005&sciodt=2007&hl=en",16,"2025-06-12 13:09:15","","","","",,,,,6,2.00,2,4,3,"… -based dynamic context IoT data sharing on the Edge are… policy specifications and the enforcement mechanism on the Edge level. The policies and their enforcement are based on data …","https://research.aalto.fi/files/84099020/main.pdf","https://scholar.google.com/scholar?q=related:LNt4b9LEwnEJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
24,"KM Reynolds, PL Griset, E Scott","Law enforcement information sharing: A Florida case study",2006,"American Journal of Criminal Justice","Springer","https://link.springer.com/article/10.1007/BF02885681","https://scholar.google.com/scholar?cites=6416795508005017884&as_sdt=2005&sciodt=2007&hl=en",17,"2025-06-12 13:09:15","","10.1007/BF02885681","","",,,,,24,1.26,8,3,19,"… will emerge among law enforcement in regard to electronically sharing data. While several … to widespread data sharing have yet to be surmounted in most jurisdictions. The data sharing …","","https://scholar.google.com/scholar?q=related:HBn2UoQJDVkJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
37,"S Molldrem, MI Hussain, A McClelland","Alternatives to sharing COVID-19 data with law enforcement: Recommendations for stakeholders",2021,"Health Policy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168851020302700","https://scholar.google.com/scholar?cites=2395274436850126861&as_sdt=2005&sciodt=2007&hl=en",18,"2025-06-12 13:09:15","HTML","","","",,,,,37,9.25,12,3,4,"… in enforcing coronavirus-related measures. Relatedly, several North American jurisdictions have established COVID-19 data sharing protocols with law enforcement… The European Data …","https://www.sciencedirect.com/science/article/pii/S0168851020302700","https://scholar.google.com/scholar?q=related:DZAG3Gi5PSEJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
2,"P Sun, C Cai, Y Zhang, DWK Yip, A Esmradi","A confidentiality preserved data sharing framework for decision support in the maritime law enforcement",2024,"Marine Policy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0308597X24002422","https://scholar.google.com/scholar?cites=17674891802830739815&as_sdt=2005&sciodt=2007&hl=en",19,"2025-06-12 13:09:15","","","","",,,,,2,2.00,0,5,1,"… This paper proposes a technical data-sharing framework to address this issue by … marine data. Furthermore, privacy policies and laws also impose restrictions on data sharing among …","","https://scholar.google.com/scholar?q=related:Z5kw93LUSfUJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
51,"GB Roth, MJ Wren, EJ Brandwine, BI Pratt","Policy enforcement with associated data",2017,"US Patent 9,547,771","Google Patents","https://patents.google.com/patent/US9547771B2/en","https://scholar.google.com/scholar?cites=18433090761876718851&as_sdt=2005&sciodt=2007&hl=en",20,"2025-06-12 13:09:15","","","","",,,,,51,6.38,13,4,8,"… the cryptography service may also perform operations involved in policy enforcement, such as by enforcing policy associated with keys stored therein. Example policies that may be …","https://patentimages.storage.googleapis.com/83/f1/c4/4ed867477975a0/US9547771.pdf","https://scholar.google.com/scholar?q=related:A0UynmJ-z_8J:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
46,"Y Meng, Z Huang, G Shen, C Ke","SDN-based security enforcement framework for data sharing systems of smart healthcare",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8836534/","https://scholar.google.com/scholar?cites=6907519610305028459&as_sdt=2005&sciodt=2007&hl=en",21,"2025-06-12 13:09:15","","","","",,,,,46,7.67,12,4,6,"… security enforcement framework for data sharing system of smart healthcare. (2) We propose a service releasing policy by which service provider can strictly regulate which data service …","","https://scholar.google.com/scholar?q=related:a6FG63xw3F8J:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
79,"J Daskal","Law enforcement access to data across borders: The evolving security and rights issues",2015,"J. Nat'l Sec. L. &Pol'y","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jnatselp8&section=28","https://scholar.google.com/scholar?cites=4195093866334346999&as_sdt=2005&sciodt=2007&hl=en",22,"2025-06-12 13:09:15","","","","",,,,,79,7.90,79,1,10,"… to law enforcement access to data across borders. Frustrated by delays in accessing data … Several nations are considering (or have passed) mandatory data localization requirements…","https://digitalcommons.wcl.american.edu/cgi/viewcontent.cgi?article=2102&context=facsch_lawrev","https://scholar.google.com/scholar?q=related:915HFqX3NzoJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
50,"H Aden","Information sharing, secrecy and trust among law enforcement and secret service institutions in the European Union",2020,"Secrecy in European Politics","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.4324/9780429026942-8/information-sharing-secrecy-trust-among-law-enforcement-secret-service-institutions-european-union-hartmut-aden","https://scholar.google.com/scholar?cites=8744248842919714521&as_sdt=2005&sciodt=2007&hl=en",23,"2025-06-12 13:09:15","","10.4324/9780429026942-8","","",,,,,50,10.00,50,1,5,"… now facilitate cooperation and information sharing. However, sharing intelligence may not only conflict with the protection of fundamental rights (data protection/privacy; presumption of …","https://www.academia.edu/download/106542536/01402382.2018.147561320231012-1-u48lyb.pdf","https://scholar.google.com/scholar?q=related:2Z7ZXf7PWXkJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
13,"D Kloza, A Mościbroda","Making the case for enhanced enforcement cooperation between data protection authorities: insights from competition law",2014,"International Data Privacy Law","academic.oup.com","https://academic.oup.com/idpl/article-abstract/4/2/120/734810","https://scholar.google.com/scholar?cites=13385555882087020695&as_sdt=2005&sciodt=2007&hl=en",24,"2025-06-12 13:09:15","","","","",,,,,13,1.18,7,2,11,"… the enforcement of privacy and data protection laws (or competition laws, respectively) in cross-border cases; others include activities such as policy … focuses mainly on enforcement. By ‘…","","https://scholar.google.com/scholar?q=related:l_jvsCcMw7kJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
106,"JM Park, JH Reed, AA Beex, TC Clancy…","Security and enforcement in spectrum sharing",2014,"Proceedings of the …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6732887/","https://scholar.google.com/scholar?cites=13034364920709538846&as_sdt=2005&sciodt=2007&hl=en",25,"2025-06-12 13:09:15","","","","",,,,,106,9.64,21,5,11,"… measures and spectrum rule enforcement. The enforcement techniques are discussed in the context of two distinct approaches: ex ante and ex post enforcement. The former represents …","https://www.cse.iitd.ac.in/~viresh/publication/2014-proc-security/2014-proc-security.pdf","https://scholar.google.com/scholar?q=related:HmS0G9Zd47QJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
15,"LB Moses","Who owns information? Law enforcement information sharing as a case study in conceptual confusion",2020,"UNsWLJ","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/swales43&section=27","https://scholar.google.com/scholar?cites=3172631368429157128&as_sdt=2005&sciodt=2007&hl=en",26,"2025-06-12 13:09:15","","","","",,,,,15,3.00,15,1,5,"… for statutory obligations relating to information, as well as control and responsibility for information held in the cloud or on a data sharing platform such as NCIS. Not only was interview …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3741051","https://scholar.google.com/scholar?q=related:CDt7lmtzBywJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
39,"C Casagran","Global data protection in the field of law enforcement: an EU perspective",2016,"","taylorfrancis.com","https://www.taylorfrancis.com/books/mono/10.4324/9781315622521/global-data-protection-field-law-enforcement-cristina-casagran","https://scholar.google.com/scholar?cites=12910703278001744586&as_sdt=2005&sciodt=2007&hl=en",27,"2025-06-12 13:09:15","BOOK","10.4324/9781315622521","","",,,,,39,4.33,39,1,9,"… global data protection framework in the field of law enforcement… regards data sharing for law enforcement purposes and data … and data protection are crucial because the sharing of data …","","https://scholar.google.com/scholar?q=related:yurDPToILLMJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
26,"M Anisetti, CA Ardagna, C Braghin, E Damiani…","Dynamic and scalable enforcement of access control policies for big data",2021,"Proceedings of the 13th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3444757.3485107","https://scholar.google.com/scholar?cites=9188102210868803328&as_sdt=2005&sciodt=2007&hl=en",28,"2025-06-12 13:09:15","","10.1145/3444757.3485107","","",,,,,26,6.50,5,5,4,"… at data ingestion time, which is based on separation of duties and whose enforcement addresses the data protection/data sharing con ict (Section 4); iii) we propose a taxonomy of data …","https://air.unimi.it/bitstream/2434/887842/2/MEDES2021.pdf","https://scholar.google.com/scholar?q=related:APfQtkeygn8J:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
5,"N Shi, B Tang, R Sandhu, Q Li","DUCE: Distributed usage control enforcement for private data sharing in Internet of Things",2021,"Data and Applications Security and …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-81242-3_16","https://scholar.google.com/scholar?cites=14916942160932593503&as_sdt=2005&sciodt=2007&hl=en",29,"2025-06-12 13:09:15","","10.1007/978-3-030-81242-3_16","","",,,,,5,1.25,1,4,4,"… by the cloud services and subsequent data custodians. In this paper, we propose DUCE, an enforcement model for distributed usage control for data sharing in CEIoT. DUCE leverages …","https://par.nsf.gov/servlets/purl/10281361","https://scholar.google.com/scholar?q=related:X19vrdyfA88J:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
5,"L Hempel, M Carius, C Ilten","Exchange of information and data between law enforcement agencies within the European Union",2009,"","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=bfde72c3678834976a92d6ee18ec23a30872df4e","https://scholar.google.com/scholar?cites=14245224565863769020&as_sdt=2005&sciodt=2007&hl=en",30,"2025-06-12 13:09:15","PDF","","","",,,,,5,0.31,2,3,16,"… In his Note of 19 November 2008 (15983/08), embedded in the outline of an EU strategy on data sharing, he indicates that, according to a report by Europol, ‘the implementation of …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=bfde72c3678834976a92d6ee18ec23a30872df4e","https://scholar.google.com/scholar?q=related:vGP6qUQ0scUJ:scholar.google.com/&scioq=data+sharing+policy+enforcement&hl=en&as_sdt=2007"
