Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
42,"V Papageorgiou, A Wharton-Smith, I Campos-Matos…","Patient data-sharing for immigration enforcement: a qualitative study of healthcare providers in England",2020,"BMJ open","bmjopen.bmj.com","https://bmjopen.bmj.com/content/10/2/e033202.abstract","https://scholar.google.com/scholar?cites=1223759157436772996&as_sdt=2005&sciodt=2007&hl=en",12,"2025-06-12 13:36:17","","","","",,,,,42,8.40,11,4,5,"… the policy has influenced clinical care provided and healthcare received by migrant patients and possibly decision-making processes in clinical care and healthcare data management, …","https://bmjopen.bmj.com/content/bmjopen/10/2/e033202.full.pdf.","https://scholar.google.com/scholar?q=related:hHKmTXiq-xAJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
190,"S Banerjee, T Hemphill, P Longstreet","Wearable devices and healthcare: Data sharing and privacy",2018,"The Information Society","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/01972243.2017.1391912","https://scholar.google.com/scholar?cites=4719899576547022874&as_sdt=2005&sciodt=2007&hl=en",13,"2025-06-12 13:36:17","","10.1080/01972243.2017.1391912","","",,,,,190,27.14,63,3,7,"… Data collected by healthcare wearables are subject to … laws on access to healthcare insurance and consumer discrimination… of the data leakage occurs due to policy gaps, explicit policy …","https://www.researchgate.net/profile/Sy-Banerjee/publication/322093287_Wearable_devices_and_healthcare_Data_sharing_and_privacy/links/5be0491c4585150b2b9fc16f/Wearable-devices-and-healthcare-Data-sharing-and-privacy.pdf","https://scholar.google.com/scholar?q=related:GhiaY6hzgEEJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
32,"A Panagopoulos, T Minssen, K Sideri, H Yu…","Incentivizing the sharing of healthcare data in the AI Era",2022,"Computer Law & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0267364922000188","https://scholar.google.com/scholar?cites=3579012948231062828&as_sdt=2005&sciodt=2007&hl=en",14,"2025-06-12 13:36:17","HTML","","","",,,,,32,10.67,6,5,3,"… policy dialogue about how to govern healthcare data in the AI era and how to incentivize patients to share their data… trust in data intermediaries and strengthening data sharing across …","https://www.sciencedirect.com/science/article/pii/S0267364922000188","https://scholar.google.com/scholar?q=related:LAXWYVA1qzEJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
223,"HL Rehm, AJH Page, L Smith, JB Adams, G Alterovitz…","GA4GH: International policies and standards for data sharing across genomic research and healthcare",2021,"Cell genomics","cell.com","https://www.cell.com/cell-genomics/fulltext/S2666-979X(21)00036-7","https://scholar.google.com/scholar?cites=2621887262842171026&as_sdt=2005&sciodt=2007&hl=en",15,"2025-06-12 13:36:17","HTML","","","",,,,,223,55.75,37,6,4,"… the major challenges of this data revolution. We describe the … technical standards and policy frameworks and review the … an unprecedented effort in data sharing that will be critical to …","https://www.cell.com/cell-genomics/fulltext/S2666-979X(21)00036-7","https://scholar.google.com/scholar?q=related:ki7U_pLQYiQJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
60,"L Fang, C Yin, J Zhu, C Ge, M Tanveer…","Privacy protection for medical data sharing in smart healthcare",2020,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3408322","https://scholar.google.com/scholar?cites=10760297782877730658&as_sdt=2005&sciodt=2007&hl=en",16,"2025-06-12 13:36:17","","10.1145/3408322","","",,,,,60,12.00,10,6,5,"… policy, and the data is encrypted according to the corresponding attribute. When the attribute set in the ciphertext matches the access policy in the data user’s decryption key, the data …","","https://scholar.google.com/scholar?q=related:YrfZsdJBVJUJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
13,"LB Elvas, JC Ferreira, MS Dias, LB Rosário","Health data sharing towards knowledge creation",2023,"Systems","mdpi.com","https://www.mdpi.com/2079-8954/11/8/435","https://scholar.google.com/scholar?cites=11252864439592424095&as_sdt=2005&sciodt=2007&hl=en",17,"2025-06-12 13:36:17","HTML","","","",,,,,13,6.50,3,4,2,"… data sharing and AI applications in healthcare, setting a new standard for secure and ethical … , and aim to capture the data sharing policies that restrict both suppliers and consumers of …","https://www.mdpi.com/2079-8954/11/8/435","https://scholar.google.com/scholar?q=related:nxKIa5Y0KpwJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
16,"F Al-Nayadi, JH Abawajy","An authorization policy management framework for dynamic medical data sharing",2007,"The 2007 International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4438447/","https://scholar.google.com/scholar?cites=12176686371129992509&as_sdt=2005&sciodt=2007&hl=en",18,"2025-06-12 13:36:17","","","","",,,,,16,0.89,8,2,18,"… The rest of the paper is organized as follows: In Section 2, we outline a number of security issues that are characteristic of P2P data sharing systems with emphases on healthcare …","https://dro.deakin.edu.au/articles/conference_contribution/An_authorization_policy_management_framework_for_dynamic_medical_data_sharing/20556561/1/files/36782637.pdf","https://scholar.google.com/scholar?q=related:PSWLXL1H_KgJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
307,"B Fabian, T Ermakova, P Junghanns","Collaborative and secure sharing of healthcare data in multi-clouds",2015,"Information Systems","Elsevier","https://www.sciencedirect.com/science/article/pii/S030643791400088X","https://scholar.google.com/scholar?cites=7032506324125578199&as_sdt=2005&sciodt=2007&hl=en",19,"2025-06-12 13:36:17","","","","",,,,,307,30.70,102,3,10,"… data sharing, which provides a high level of security and privacy for patient … sharing of data among different groups of users, our architecture supports role-based access policies for …","https://www.academia.edu/download/51770512/Collaborative_and_Secure_Sharing_of_Heal20170212-8003-1dcq74w.pdf","https://scholar.google.com/scholar?q=related:13Mx8j17mGEJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
17,"A Youssef, MY Ng, J Long…","Organizational factors in clinical data sharing for artificial intelligence in health care",2023,"JAMA Network …","jamanetwork.com","https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2813016","https://scholar.google.com/scholar?cites=10643707354319524325&as_sdt=2005&sciodt=2007&hl=en",20,"2025-06-12 13:36:17","","","","",,,,,17,8.50,4,4,2,"… this study suggest that data-sharing policies should be rooted in feasibility and incentivization strategies to promote responsible and equitable AI development in the health care sector. …","https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2813016","https://scholar.google.com/scholar?q=related:5ZFtK3ILtpMJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
142,"B Malin, D Karp…","Technical and policy approaches to balancing patient privacy and data sharing in clinical and translational research",2010,"Journal of Investigative …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.2310/JIM.0b013e3181c9b2ea","https://scholar.google.com/scholar?cites=6773412903340890366&as_sdt=2005&sciodt=2007&hl=en",21,"2025-06-12 13:36:17","","10.2310/JIM.0b013e3181c9b2ea","","",,,,,142,9.47,47,3,15,"… with data sharing for clinical research from technical and policy perspectives. We investigate existing policies for secondary data sharing and privacy requirements in the context of data …","https://pmc.ncbi.nlm.nih.gov/articles/PMC2836827/pdf/nihms172884.pdf","https://scholar.google.com/scholar?q=related:_liuBCb__10J:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
21,"I Matteucci, P Mori, M Petrocchi…","Controlled data sharing in E-health",2011,"2011 1st Workshop on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6059251/","https://scholar.google.com/scholar?cites=4494898812693247452&as_sdt=2005&sciodt=2007&hl=en",22,"2025-06-12 13:36:17","","","","",,,,,21,1.50,5,4,14,"… subset of the policies adopted by the Italian healthcare system. To … policies we deal with for guaranteeing security and privacy of data in EPRs are similar to the policies in a data sharing …","https://www.researchgate.net/profile/Marinella-Petrocchi/publication/267803903_Controlled_Data_Sharing_in_E-health/links/54d0fe6b0cf28959aa7a5240/Controlled-Data-Sharing-in-E-health.pdf","https://scholar.google.com/scholar?q=related:3PXnt6cWYT4J:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
45,"RE Foraker, AM Lai, TG Kannampallil…","Transmission dynamics: data sharing in the COVID‐19 era",2021,"Learning Health …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/lrh2.10235","https://scholar.google.com/scholar?cites=15406382602208647393&as_sdt=2005&sciodt=2007&hl=en",23,"2025-06-12 13:36:17","","10.1002/lrh2.10235","","",,,,,45,11.25,11,4,4,"… data sharing regime; as well as (b) executing BAAs across a consortium of collaborating health care … need to address complex data privacy and sharing policies and procedures that are …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/lrh2.10235","https://scholar.google.com/scholar?q=related:4Zhnpll3ztUJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
5,"A Kharlamov, R Hohmann, G Parry","Data sharing decisions: Perceptions and intentions in healthcare",2023,"Strategic Change","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/jsc.2558","https://scholar.google.com/scholar?cites=2255382174634097364&as_sdt=2005&sciodt=2007&hl=en",24,"2025-06-12 13:36:17","","10.1002/jsc.2558","","",,,,,5,2.50,2,3,2,"… to share healthcare data. A scale is developed and applied to evaluate the decision to share healthcare data… PPD2 I am confident that my healthcare provider's privacy policy will have a …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jsc.2558","https://scholar.google.com/scholar?q=related:1DrQZyO6TB8J:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
309,"H Jin, Y Luo, P Li, J Mathew","A review of secure and privacy-preserving medical data sharing",2019,"IEEE access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8713993/","https://scholar.google.com/scholar?cites=1686763898138425678&as_sdt=2005&sciodt=2007&hl=en",25,"2025-06-12 13:36:17","","","","",,,,,309,51.50,77,4,6,"… Section III describes the schemes on healthcare data sharing based on cloud computing, … ; 2) despite the strict access control policy deployed in a healthcare system, an internal IT …","https://ieeexplore.ieee.org/iel7/6287639/8600701/08713993.pdf","https://scholar.google.com/scholar?q=related:Tnl-GNSWaBcJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
26,"J Bowles, T Webber, E Blackledge…","A blockchain-based healthcare platform for secure personalised data sharing",2021,"Public Health and …","ebooks.iospress.nl","https://ebooks.iospress.nl/doi/10.3233/SHTI210150","https://scholar.google.com/scholar?cites=5806211182501567716&as_sdt=2005&sciodt=2007&hl=en",26,"2025-06-12 13:36:17","","10.3233/SHTI210150","","",,,,,26,6.50,7,4,4,"… the healthcare data sharing system [4]. On the one side it must allow patients to define their own data-sharing … healthcare policies, which in the European Union (EU) include the General …","https://ebooks.iospress.nl/pdf/doi/10.3233/SHTI210150","https://scholar.google.com/scholar?q=related:5Bzoz07Ok1AJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
61,"JWTM de Kok, MÁA de la Hoz, Y de Jong, V Brokke…","A guide to sharing open healthcare data under the General Data Protection Regulation",2023,"Scientific data","nature.com","https://www.nature.com/articles/s41597-023-02256-2","https://scholar.google.com/scholar?cites=3963506932282478337&as_sdt=2005&sciodt=2007&hl=en",27,"2025-06-12 13:36:17","HTML","","","",,,,,61,30.50,12,5,2,"… be challenging to navigate due to its complexity, especially for healthcare data sharing 12 . … are accessible free of charge via an individual access policy (Table S1). One team was …","https://www.nature.com/articles/s41597-023-02256-2","https://scholar.google.com/scholar?q=related:Ac9-K440ATcJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
40,"L Savage, M Gaynor, J Adler-Milstein","Digital health data and information sharing: A new frontier for health care competition",2018,"Antitrust LJ","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/antil82&section=24","https://scholar.google.com/scholar?cites=17552924557812034132&as_sdt=2005&sciodt=2007&hl=en",28,"2025-06-12 13:36:17","","","","",,,,,40,5.71,13,3,7,"… patient medical data from an antitrust and policy perspective. … policy efforts that could shift firms' incentives from not sharing … may impede data sharing among health care organizations, …","https://www.researchgate.net/profile/Martin-Gaynor/publication/332530889_Digital_Health_Data_and_Information_Sharing_A_New_Frontier_for_Health_Care_Competition/links/5cba41e892851c8d22f7a9c2/Digital-Health-Data-and-Information-Sharing-A-New-Frontier-for-Health-Care-Competition.pdf","https://scholar.google.com/scholar?q=related:VOqdzeKDmPMJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
130,"S Courbier, R Dimond, V Bros-Facer","Share and protect our health data: an evidence based approach to rare disease patients' perspectives on data sharing and data protection-quantitative survey …",2019,"Orphanet journal of rare diseases","Springer","https://link.springer.com/article/10.1186/s13023-019-1123-4","https://scholar.google.com/scholar?cites=16937781776033240944&as_sdt=2005&sciodt=2007&hl=en",29,"2025-06-12 13:36:17","HTML","10.1186/s13023-019-1123-4","","",,,,,130,21.67,43,3,6,"… , are clearly supportive of data sharing to foster research and improve healthcare. However, … Finally, it was expected that this project would lead to policy and research recommendations…","https://link.springer.com/article/10.1186/s13023-019-1123-4","https://scholar.google.com/scholar?q=related:cNeL-8gWD-sJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
107,"J Adler-Milstein, AK Jha","Sharing clinical data electronically: a critical challenge for fixing the health care system",2012,"JAMA","jamanetwork.com","https://jamanetwork.com/journals/jama/article-abstract/1148205","https://scholar.google.com/scholar?cites=16073828581107959976&as_sdt=2005&sciodt=2007&hl=en",30,"2025-06-12 13:36:17","","","","",,,,,107,8.23,54,2,13,"… records make clinical data sharing within the same organization relatively easy, sharing across … Third, they could implement policies to encourage clinicians and health care settings …","","https://scholar.google.com/scholar?q=related:qAh2he61Ed8J:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
11,"A Choudhury, C Sun, A Dekker, M Dumontier…","Privacy-preserving federated data analysis: data sharing, protection, and bioethics in healthcare",2022,"Machine and Deep …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-83047-2_8","https://scholar.google.com/scholar?cites=4194397478140026791&as_sdt=2005&sciodt=2007&hl=en",31,"2025-06-12 13:36:17","","10.1007/978-3-030-83047-2_8","","",,,,,11,3.67,2,5,3,"… Privacy-preserving data sharing in healthcare is dependent on a number of prerequisites. These need to be … This might contradict the policy of centres regarding data sharing. …","","https://scholar.google.com/scholar?q=related:p59Uk0h-NToJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
874,"X Liang, J Zhao, S Shetty, J Liu…","Integrating blockchain for data sharing and collaboration in mobile healthcare applications",2017,"2017 IEEE 28th annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8292361/","https://scholar.google.com/scholar?cites=6216616177524520347&as_sdt=2005&sciodt=2007&hl=en",32,"2025-06-12 13:36:17","","","","",,,,,874,109.25,175,5,8,"… -sovereign data ownership, we propose an innovative user-centric health data sharing solution … provider and insurance companies, data access record and data access control policy. …","https://www.researchgate.net/profile/Xueping-Liang/publication/320337312_Integrating_Blockchain_for_Data_Sharing_and_Collaboration_in_Mobile_Healthcare_Applications/links/59e77703a6fdcc6433a94d8b/Integrating-Blockchain-for-Data-Sharing-and-Collaboration-in-Mobile-Healthcare-Applications.pdf","https://scholar.google.com/scholar?q=related:m7VL9nnbRVYJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
10,"RD Jones, C Krenz, KA Griffith, R Spence…","Patient experiences, trust, and preferences for health data sharing",2022,"JCO Oncology …","ascopubs.org","https://ascopubs.org/doi/abs/10.1200/OP.21.00491","https://scholar.google.com/scholar?cites=13959932666095864050&as_sdt=2005&sciodt=2007&hl=en",33,"2025-06-12 13:36:17","","10.1200/OP.21.00491","","",,,,,10,3.33,2,5,3,"… central importance of fostering trust in health care providers and organizations, in addition … policy recommendations that we have previously articulated specifically for LHS data sharing, …","https://pmc.ncbi.nlm.nih.gov/articles/PMC8932496/pdf/op-18-e339.pdf","https://scholar.google.com/scholar?q=related:8ggEA8yku8EJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
141,"S Kalkman, M Mostert, C Gerlinger, JJM van Delden…","Responsible data sharing in international health research: a systematic review of principles and norms",2019,"BMC medical …","Springer","https://link.springer.com/article/10.1186/s12910-019-0359-9","https://scholar.google.com/scholar?cites=7081826619401079848&as_sdt=2005&sciodt=2007&hl=en",34,"2025-06-12 13:36:17","HTML","10.1186/s12910-019-0359-9","","",,,,,141,23.50,28,5,6,"… Relevant guidelines and policy documents on data sharing in international health research were … Experts were asked to list the ethical guidelines they found most relevant to policy and …","https://link.springer.com/article/10.1186/s12910-019-0359-9","https://scholar.google.com/scholar?q=related:KIxOCsqzR2IJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
59,"Q Huang, L Wang, Y Yang","Secure and privacy‐preserving data sharing and collaboration in Mobile healthcare social networks of smart cities",2017,"Security and Communication …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1155/2017/6426495","https://scholar.google.com/scholar?cites=10019636034010225786&as_sdt=2005&sciodt=2007&hl=en",35,"2025-06-12 13:36:17","","10.1155/2017/6426495","","",,,,,59,7.38,20,3,8,"… used to implement data protection in healthcare systems and … health and social data sharing and collaboration scheme in … healthcare provider’s attribute set satisfies the access policy …","https://onlinelibrary.wiley.com/doi/pdf/10.1155/2017/6426495","https://scholar.google.com/scholar?q=related:ehzi-eLlDIsJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
67,"M Shabani","Will the European Health Data Space change data sharing rules?",2022,"Science","science.org","https://www.science.org/doi/abs/10.1126/science.abn4874","https://scholar.google.com/scholar?cites=18139292826670080898&as_sdt=2005&sciodt=2007&hl=en",36,"2025-06-12 13:36:17","","10.1126/science.abn4874","","",,,,,67,22.33,67,1,3,"… health data to improve health care delivery, research, and policy-… data sharing on the European level. However, the current data sharing ecosystem falls behind the needs of health care …","","https://scholar.google.com/scholar?q=related:giN2Qri2u_sJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
36,"JR Popovic","Distributed data networks: a blueprint for Big Data sharing and healthcare analytics",2017,"Annals of the New York Academy of Sciences","Wiley Online Library","https://nyaspubs.onlinelibrary.wiley.com/doi/abs/10.1111/nyas.13287","https://scholar.google.com/scholar?cites=3617378609575177772&as_sdt=2005&sciodt=2007&hl=en",37,"2025-06-12 13:36:17","","10.1111/nyas.13287","","",,,,,36,4.50,36,1,8,"… Distributed data networks represent a significant innovation in healthcare data sharing and are evolving and maturing at a critical time when Big Data and patient privacy can introduce …","","https://scholar.google.com/scholar?q=related:LC7TAa6CMzIJ:scholar.google.com/&scioq=data+sharing+policy+healthcare&hl=en&as_sdt=2007"
