Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
111,"DJ Baldock, VG Svinenko, KE Marshall…","Electronic health record sharing using hybrid architecture",2014,"US Patent …","Google Patents","https://patents.google.com/patent/US8650045B2/en","https://scholar.google.com/scholar?cites=16927003584610316165&as_sdt=2005&sciodt=2007&hl=en",11,"2025-06-12 13:31:12","","","","",,,,,111,10.09,28,4,11,"… healthcare data G16H10/60—ICT specially adapted for the handling or processing of patient-related medical or healthcare data for patient-specific data, eg for electronic patient records …","https://patentimages.storage.googleapis.com/60/e5/c6/4845e2fee5669d/US8650045.pdf","https://scholar.google.com/scholar?q=related:hS92vBPM6OoJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
168,"MT Britto, SC Fuller, HC Kaplan, U Kotagal…","Using a network organisational architecture to support the development of Learning Healthcare Systems",2018,"BMJ quality & …","qualitysafety.bmj.com","https://qualitysafety.bmj.com/content/27/11/937.abstract","https://scholar.google.com/scholar?cites=6173447212871835592&as_sdt=2005&sciodt=2007&hl=en",12,"2025-06-12 13:31:12","","","","",,,,,168,24.00,34,5,7,"… model to achieve the Learning Healthcare System vision. The … communication policies, data sharing, privacy protection and … A common repository (a ‘commons’) is used to share …","https://qualitysafety.bmj.com/content/qhc/27/11/937.full.pdf","https://scholar.google.com/scholar?q=related:yN_ZIoh9rFUJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
66,"M Azarm-Daigle, C Kuziemsky, L Peyton","A review of cross organizational healthcare data sharing",2015,"Procedia Computer Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877050915024989","https://scholar.google.com/scholar?cites=1174709763973813364&as_sdt=2005&sciodt=2007&hl=en",13,"2025-06-12 13:31:12","","","","",,,,,66,6.60,22,3,10,"… of cross-organizational healthcare data sharing. The review … ICT solutions that healthcare providers and regulators would … around data sharing among authorized healthcare providers, …","https://www.sciencedirect.com/science/article/pii/S1877050915024989/pdf?md5=3a4fc2dfe5fee5c9a0e4f3a077b79cdb&pid=1-s2.0-S1877050915024989-main.pdf","https://scholar.google.com/scholar?q=related:dJTXc05oTRAJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
0,"F Carvalho, M Maximiano, R Gomes, V Távora…","Architecture for Health Private Data Sharing using Blockchain",2025,"Procedia Computer …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877050925005551","",14,"2025-06-12 13:31:12","","","","",,,,,0,0.00,0,5,1,"… by third parties accessing patient data without the patient’… architectural approach at solving the problem of privacy preserving data sharing agreements between patients and healthcare …","https://www.sciencedirect.com/science/article/pii/S1877050925005551/pdf?md5=34e4742448a46f0f63dd7decb812506a&pid=1-s2.0-S1877050925005551-main.pdf","https://scholar.google.com/scholar?q=related:xehCPwT8-ZIJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
10,"RU Haque, ASMT Hasan, A Daria, A Rasool…","A novel secure and distributed architecture for privacy-preserving healthcare system",2023,"Journal of Network and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1084804523001157","https://scholar.google.com/scholar?cites=14275198614035537163&as_sdt=2005&sciodt=2007&hl=en",15,"2025-06-12 13:31:12","","","","",,,,,10,5.00,2,5,2,"… This work considers horizontal data sharing, that is the n datasets { D i } i = i n share the same feature space but different in samples. The A sequentially gathers the n encrypted …","https://drive.google.com/file/d/1RCqgd3t3du1NLk0rGdgdR-gE3jOJ16eT/view","https://scholar.google.com/scholar?q=related:C528l4GxG8YJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
2,"EFG Pinto","Architecture framework to foster clinical data sharing",2013,"Health","","","https://scholar.google.com/scholar?cites=4509754907729399341&as_sdt=2005&sciodt=2007&hl=en",16,"2025-06-12 13:31:12","CITATION","","","",,,,,2,0.17,2,1,12,"","","https://scholar.google.com/scholar?q=related:LQ5J4zHelT4J:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
874,"X Liang, J Zhao, S Shetty, J Liu…","Integrating blockchain for data sharing and collaboration in mobile healthcare applications",2017,"2017 IEEE 28th annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8292361/","https://scholar.google.com/scholar?cites=6216616177524520347&as_sdt=2005&sciodt=2007&hl=en",17,"2025-06-12 13:31:12","","","","",,,,,874,109.25,175,5,8,"… -sovereign data ownership, we propose an innovative user-centric health data sharing solution by … Second, current systems use centralized architecture, which requires centralized trust. …","https://www.researchgate.net/profile/Xueping-Liang/publication/320337312_Integrating_Blockchain_for_Data_Sharing_and_Collaboration_in_Mobile_Healthcare_Applications/links/59e77703a6fdcc6433a94d8b/Integrating-Blockchain-for-Data-Sharing-and-Collaboration-in-Mobile-Healthcare-Applications.pdf","https://scholar.google.com/scholar?q=related:m7VL9nnbRVYJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
509,"A Roehrs, CA Da Costa, R da Rosa Righi","OmniPHR: A distributed architecture model to integrate personal health records",2017,"Journal of biomedical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1532046417301089","https://scholar.google.com/scholar?cites=14943773398524381456&as_sdt=2005&sciodt=2007&hl=en",18,"2025-06-12 13:31:12","HTML","","","",,,,,509,63.63,170,3,8,"… where patients’ data are maintained by healthcare providers, … no control over their data stored in healthcare providers’ … , how healthcare providers can access up-to-date data regarding …","https://www.sciencedirect.com/science/article/pii/S1532046417301089","https://scholar.google.com/scholar?q=related:EEn6_rryYs8J:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
112,"AN Gohar, SA Abdelmawgoud, MS Farhan","A patient-centric healthcare framework reference architecture for better semantic interoperability based on blockchain, cloud, and IoT",2022,"IEEE access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9869824/","https://scholar.google.com/scholar?cites=15804630200662396600&as_sdt=2005&sciodt=2007&hl=en",19,"2025-06-12 13:31:12","","","","",,,,,112,37.33,37,3,3,"… healthcare data … healthcare frameworks is conducted. The results analysis demonstrates that PCH offers practical solutions to protect healthcare data and support efficient data sharing …","https://ieeexplore.ieee.org/iel7/6287639/9668973/09869824.pdf","https://scholar.google.com/scholar?q=related:uI7kVG5TVdsJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
106,"KD Mandl, IS Kohane, D McFadden…","Scalable collaborative infrastructure for a learning healthcare system (SCILHS): architecture",2014,"Journal of the …","academic.oup.com","https://academic.oup.com/jamia/article-abstract/21/4/615/2909297","https://scholar.google.com/scholar?cites=15887091697289650077&as_sdt=2005&sciodt=2007&hl=en",20,"2025-06-12 13:31:12","","","","",,,,,106,9.64,27,4,11,"… , data sharing, and sustainability planning. Each member has pledged to invest additional personnel and resources to ensure the network meets local patient and clinical stakeholder …","https://academic.oup.com/jamia/article/21/4/615/2909297","https://scholar.google.com/scholar?q=related:nd8Bq7lJetwJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
140,"N El Aboudi, L Benhlima","Big data management for healthcare systems: architecture, requirements, and implementation",2018,"Advances in bioinformatics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1155/2018/4059018","https://scholar.google.com/scholar?cites=3253427220701733874&as_sdt=2005&sciodt=2007&hl=en",21,"2025-06-12 13:31:12","","10.1155/2018/4059018","","",,,,,140,20.00,70,2,7,"… an extensible big data architecture for healthcare applications … , and analyzing the high amount of data in real time and batch … data access, data collection, security, and data sharing. On …","https://onlinelibrary.wiley.com/doi/pdf/10.1155/2018/4059018","https://scholar.google.com/scholar?q=related:8mOD4NF-Ji0J:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
0,"CJ van Toledo","A data sharing system architecture for scientific purposes for a Dutch health care environment",2017,"","studenttheses.uu.nl","https://studenttheses.uu.nl/handle/20.500.12932/28486","",22,"2025-06-12 13:31:12","","","","",,,,,0,0.00,0,1,8,"… This study will contain a case study about data sharing at a health care organisation in the … and an architectural foundation that we find necessary to let a patient share its own data with …","https://studenttheses.uu.nl/bitstream/handle/20.500.12932/28486/thesispaper_chaim_van_toledo_v20171212.pdf?sequence=2&isAllowed=y","https://scholar.google.com/scholar?q=related:Ob0soAspJ3UJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
73,"C Catley, M Frize","Design of a health care architecture for medical data interoperability and application integration",2002,"Proceedings of the Second Joint 24th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1053111/","https://scholar.google.com/scholar?cites=4044856413333935974&as_sdt=2005&sciodt=2007&hl=en",23,"2025-06-12 13:31:12","","","","",,,,,73,3.17,37,2,23,"… This paper explores the use of XML, and its associated Schema Language, to enhance sharing of medical data. XML enables data portability and will reach its full potential when the …","https://www.researchgate.net/profile/Monique-Frize/publication/3977921_Design_of_a_health_care_architecture_for_medical_data_interoperability_and_application_integration/links/00b4952177b056f544000000/Design-of-a-health-care-architecture-for-medical-data-interoperability-and-application-integration.pdf","https://scholar.google.com/scholar?q=related:Ztc6NHo3IjgJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
164,"R Kumar, P Kumar, R Tripathi, GP Gupta…","Permissioned blockchain and deep learning for secure and efficient data sharing in industrial healthcare systems",2022,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9740491/","https://scholar.google.com/scholar?cites=5351450833737821050&as_sdt=2005&sciodt=2007&hl=en",24,"2025-06-12 13:31:12","","","","",,,,,164,54.67,33,5,3,"… [7] designed an IDS based on the fog-cloud architecture and ensemble learning in healthcare environment. Begli et al. [25] proposed a secure IDS (SVM-IDS) in remote …","https://lutpub.lut.fi/bitstream/handle/10024/163948/kumar_et_al_permissioned_blockchain_aam.pdf?sequence=3&isAllowed=n","https://scholar.google.com/scholar?q=related:eivpGS4sREoJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
2,"KK Azumah, LT Sørensen, R Tadayoni","Hybrid Cloud for Healthcare Data Sharing and Mobile Access: An Architectural Overview",2018,"Nordic and Baltic Journal of …","vbn.aau.dk","https://vbn.aau.dk/en/publications/hybrid-cloud-for-healthcare-data-sharing-and-mobile-access-an-arc","https://scholar.google.com/scholar?cites=11771820496012189589&as_sdt=2005&sciodt=2007&hl=en",25,"2025-06-12 13:31:12","","","","",,,,,2,0.29,1,3,7,"… is the healthcare industry where clinicians need the ability to access healthcare data from … This paper identifies a hybrid cloud architecture to support mobile device access and satisfy …","https://vbn.aau.dk/files/321355228/RP_Journal_1902_097X_201819.pdf","https://scholar.google.com/scholar?q=related:lR94EF_oXaMJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
45,"AG de Moraes Rossetto, C Sega, VRQ Leithardt","An architecture for managing data privacy in healthcare with blockchain",2022,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/22/21/8292","https://scholar.google.com/scholar?cites=3199846529450615104&as_sdt=2005&sciodt=2007&hl=en",26,"2025-06-12 13:31:12","HTML","","","",,,,,45,15.00,15,3,3,"… of a blockchain framework using Hyperledger Fabric, a private and permissioned blockchain, along with anonymization methods used to preserve privacy during health data sharing. It …","https://www.mdpi.com/1424-8220/22/21/8292","https://scholar.google.com/scholar?q=related:QKGrC3cjaCwJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
94,"S Amofa, EB Sifah, OB Kwame, S Abla…","A blockchain-based architecture framework for secure sharing of personal health data",2018,"2018 IEEE 20th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8531160/","https://scholar.google.com/scholar?cites=5860549971839550505&as_sdt=2005&sciodt=2007&hl=en",27,"2025-06-12 13:31:12","","","","",,,,,94,13.43,19,5,7,"… sharing goes far beyond their primary medical use. However due to fragmentation[3] and isolation of personal health[4] data in hospitals’ and healthcare … health data sharing systems …","","https://scholar.google.com/scholar?q=related:KQTsGybbVFEJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
10,"E Adel, S El-Sappagh, S Barakat, KS Kwak…","Semantic architecture for interoperability in distributed healthcare systems",2022,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9956805/","https://scholar.google.com/scholar?cites=17692148456400163451&as_sdt=2005&sciodt=2007&hl=en",28,"2025-06-12 13:31:12","","","","",,,,,10,3.33,2,5,3,"… In EHR, hospitals and doctors struggle to share the information needed to provide quality, timely, and cost-effective patient care. It turns out that data sharing in healthcare is much more …","https://ieeexplore.ieee.org/iel7/6287639/6514899/09956805.pdf","https://scholar.google.com/scholar?q=related:exI1uUgjh_UJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
21,"MW Bridges","… in healthcare: sharing system resources while enhancing interoperability within and between healthcare organizations with service-oriented architecture.",2007,"Health Management Technology","Endeavor Business Media LLC","","https://scholar.google.com/scholar?cites=3117609906157296698&as_sdt=2005&sciodt=2007&hl=en",29,"2025-06-12 13:31:12","CITATION","","","",,,,,21,1.17,21,1,18,"","","https://scholar.google.com/scholar?q=related:Opy-HLH5QysJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
55,"M Kumar, H Raj, N Chaurasia, SS Gill","Blockchain inspired secure and reliable data exchange architecture for cyber-physical healthcare system 4.0",2023,"Internet of Things and Cyber …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2667345223000330","https://scholar.google.com/scholar?cites=14439913131889866555&as_sdt=2005&sciodt=2007&hl=en",30,"2025-06-12 13:31:12","HTML","","","",,,,,55,27.50,14,4,2,"… doors to security threats and data loss. As we know healthcare data is critical data, it consists of … as tokenization or rewards, can encourage patient participation in trials and data sharing. …","https://www.sciencedirect.com/science/article/pii/S2667345223000330","https://scholar.google.com/scholar?q=related:OzfLzXzgZMgJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
45,"RD Thantilage, NA Le-Khac, MT Kechadi","Healthcare data security and privacy in Data Warehouse architectures",2023,"Informatics in Medicine …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2352914823001144","https://scholar.google.com/scholar?cites=8091413822666208232&as_sdt=2005&sciodt=2007&hl=en",31,"2025-06-12 13:31:12","HTML","","","",,,,,45,22.50,15,3,2,"… Streamlined data transfers, rapid approvals for data sharing at emergency treatment … architecture for small to large healthcare DWs. The clinical data domain holds huge amounts of data …","https://www.sciencedirect.com/science/article/pii/S2352914823001144","https://scholar.google.com/scholar?q=related:6HO0ZgB6SnAJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
0,"VL Dibbets","Designing a Regional Medical Dataspace: An Architecture for Healthcare Data Sharing in the Twente Region",2024,"","essay.utwente.nl","http://essay.utwente.nl/id/eprint/104712","",32,"2025-06-12 13:31:12","","","","",,,,,0,0.00,0,1,1,"… They provided positive points on interoperability and scalability, while raising issues about security and data quality. Overall, the architecture presented in this thesis provides a …","http://essay.utwente.nl/104712/1/Dibbets_MA_EEMCS.pdf","https://scholar.google.com/scholar?q=related:iEWGp7DHpkYJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
17,"D Robertson, F Giunchiglia, S Pavis…","Healthcare data safe havens: towards a logical architecture and experiment automation",2016,"The Journal of …","Wiley Online Library","https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/joe.2016.0170","https://scholar.google.com/scholar?cites=13197603596274009305&as_sdt=2005&sciodt=2007&hl=en",33,"2025-06-12 13:31:12","","10.1049/joe.2016.0170","","",,,,,17,1.89,4,4,9,"… In our view of healthcare data safe havens, data sharing is always understood in the context of experiment specifications that describe the specific analyses that researchers wish to …","https://ietresearch.onlinelibrary.wiley.com/doi/pdf/10.1049/joe.2016.0170","https://scholar.google.com/scholar?q=related:2YRUAoxOJ7cJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
75,"A Sebaa, F Chikh, A Nouicer, AK Tari","Medical big data warehouse: architecture and system design, a case study: improving healthcare resources distribution",2018,"Journal of medical systems","Springer","https://link.springer.com/article/10.1007/s10916-018-0894-9","https://scholar.google.com/scholar?cites=8664563544880723559&as_sdt=2005&sciodt=2007&hl=en",34,"2025-06-12 13:31:12","","10.1007/s10916-018-0894-9","","",,,,,75,10.71,19,4,7,"… model for designing medical Big Data warehouse are given. In our case study, we provide implementation detail of big data warehouse based on the proposed architecture and data …","","https://scholar.google.com/scholar?q=related:ZzZqIqO2PngJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
30,"R Wadhwa, A Mehra, P Singh…","A pub/sub based architecture to support public healthcare data exchange",2015,"2015 7th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7098706/","https://scholar.google.com/scholar?cites=7365822160544870648&as_sdt=2005&sciodt=2007&hl=en",35,"2025-06-12 13:31:12","","","","",,,,,30,3.00,8,4,10,"… [15], [20] but most of them are concerned with the clinical healthcare information sharing rather than public health information. The dynamics of clinical health information exchange are …","https://www.academia.edu/download/38441340/PID3518883.pdf","https://scholar.google.com/scholar?q=related:-DD6rTqoOGYJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
27,"M Kumar, J Mostafa…","Federated health information architecture: enabling healthcare providers and policymakers to use data for decision-making",2018,"Health Information …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1833358317709704","https://scholar.google.com/scholar?cites=15650623484363369087&as_sdt=2005&sciodt=2007&hl=en",36,"2025-06-12 13:31:12","","10.1177/1833358317709704","","",,,,,27,3.86,9,3,7,"… An enabling HIA is required to meet the information needs of healthcare providers, program … architecture would allow providers to generate, capture, share, analyse and use clinical data …","","https://scholar.google.com/scholar?q=related:f2rdciMvMtkJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
6,"CVNUB Murthy, ML Shri","Secure Sharing Architecture of Personal Healthcare Data Using Private Permissioned Blockchain for Telemedicine",2024,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10616139/","https://scholar.google.com/scholar?cites=2652173649395586477&as_sdt=2005&sciodt=2007&hl=en",37,"2025-06-12 13:31:12","","","","",,,,,6,6.00,3,2,1,"… to its transparency in transactions and data sharing. The striking … across diverse fields like healthcare, supply chain management, … the transmission of healthcare data through electronic …","https://ieeexplore.ieee.org/iel8/6287639/6514899/10616139.pdf","https://scholar.google.com/scholar?q=related:rRXg3uFpziQJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
10,"K Osei-Tutu, S Hasavari…","Blockchain-based enterprise architecture for comprehensive healthcare information exchange (hie) data management",2020,"… on Computational Science …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9457956/","https://scholar.google.com/scholar?cites=3274146377835065007&as_sdt=2005&sciodt=2007&hl=en",38,"2025-06-12 13:31:12","","","","",,,,,10,2.00,3,3,5,"… In this paper, we proposed an enterprise architecture (EA) for HIEs to adopt … data sharing is directly correlated to an increase in technology development and a high level of healthcare …","https://american-cse.org/sites/csci2020proc/pdfs/CSCI2020-6SccvdzjqC7bKupZxFmCoA/762400a767/762400a767.pdf","https://scholar.google.com/scholar?q=related:r659kcgacC0J:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
18,"YG Gong, X Chen","Healthcare information integration and shared platform based on service-oriented architectures",2010,"2010 2nd International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5555684/","https://scholar.google.com/scholar?cites=14269037896366620379&as_sdt=2005&sciodt=2007&hl=en",39,"2025-06-12 13:31:12","","","","",,,,,18,1.20,9,2,15,"… The ability to share meaningful information at the time it is needed is essential if the healthcare … between healthcare professionals, resulting in the international standard for storing and …","","https://scholar.google.com/scholar?q=related:2_6Eu13OBcYJ:scholar.google.com/&scioq=data+sharing+architecture+healthcare&hl=en&as_sdt=2007"
