Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
15,"K Alanezi, S Mishra","Utilizing microservices architecture for enhanced service sharing in IoT edge environments",2022,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9864183/","https://scholar.google.com/scholar?cites=16638740727902853289&as_sdt=2005&sciodt=2007&hl=en",11,"2025-06-12 13:34:22","","","","",,,,,15,5.00,8,2,3,"… implications of using a microservice-based architecture for … microservices, constructing an IoT application by interconnecting these microservices, and potential sharing of microservices …","https://ieeexplore.ieee.org/iel7/6287639/9668973/09864183.pdf","https://scholar.google.com/scholar?q=related:qVh5RImu6OYJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
166,"Y Wang, H Kadiyala, J Rubin","Promises and challenges of microservices: an exploratory study",2021,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-020-09910-y","https://scholar.google.com/scholar?cites=3289105197518074957&as_sdt=2005&sciodt=2007&hl=en",12,"2025-06-12 13:34:22","","10.1007/s10664-020-09910-y","","",,,,,166,41.50,55,3,4,"… microservices, we investigate the experience of companies that have been successfully running microservices … One of the interviewees described the policy their company follows: P15: «…","https://people.ece.ubc.ca/~mjulia/publications/Microservices_EMSE_2021.pdf","https://scholar.google.com/scholar?q=related:TbT0LsA_pS0J:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
61,"X Li, Y Chen, Z Lin, X Wang, JH Chen","Automatic policy generation for {Inter-Service} access control of microservices",2021,"30th USENIX Security …","usenix.org","https://www.usenix.org/conference/usenixsecurity21/presentation/li-xing","https://scholar.google.com/scholar?cites=13012192239173206812&as_sdt=2005&sciodt=2007&hl=en",13,"2025-06-12 13:34:22","","","","",,,,,61,15.25,12,5,4,"… control policies with on-demand policy update. Our evaluation on popular microservice … fine-grained inter-service access control policies and update them timely based on changes in …","https://www.usenix.org/system/files/sec21-li-xing.pdf","https://scholar.google.com/scholar?q=related:HIMDZeaXlLQJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
40,"D Preuveneers, W Joosen","Towards multi-party policy-based access control in federations of cloud and edge microservices",2019,"2019 IEEE European Symposium …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8802382/","https://scholar.google.com/scholar?cites=81982597542087990&as_sdt=2005&sciodt=2007&hl=en",14,"2025-06-12 13:34:22","","","","",,,,,40,6.67,20,2,6,"… Smart Home Hub microservice invokes the Video Door Bell microservice to capture the person in front of the door, and have that person identified by the Face Recognition microservice. …","https://lirias.kuleuven.be/retrieve/596638","https://scholar.google.com/scholar?q=related:No1C9LxCIwEJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
1,"S Pfleger","Data Security in Microservice-Systems",2024,"","pub.fh-campuswien.ac.at","https://pub.fh-campuswien.ac.at/obvfcwhsacc/content/titleinfo/10215346/full.pdf","https://scholar.google.com/scholar?cites=3103939587107569400&as_sdt=2005&sciodt=2007&hl=en",15,"2025-06-12 13:34:22","PDF","","","",,,,,1,1.00,1,1,1,"… Microservice architectures are widely used in software development today. In the EU the processing of personal data in microservice systems must comply with the General Data …","https://pub.fh-campuswien.ac.at/obvfcwhsacc/content/titleinfo/10215346/full.pdf","https://scholar.google.com/scholar?q=related:-L7R7ZtoEysJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
1,"AS Paramita, FL Gaol, B Ranti…","Microservices Architecture As a Data Governance Tools in Decentralized E-Government",2022,"… Conference on Science …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9829098/","https://scholar.google.com/scholar?cites=2819910533698751024&as_sdt=2005&sciodt=2007&hl=en",16,"2025-06-12 13:34:22","","","","",,,,,1,0.33,0,4,3,"… The microservices will play a role as a policy setting regarding data sharing and data combined cross entity. The purpose framework is presented in table I to III below. …","https://dspace.uc.ac.id/bitstream/handle/123456789/6147/Paper6147.pdf?sequence=3&isAllowed=y","https://scholar.google.com/scholar?q=related:MAp_m7BVIicJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
12,"M Labiadh, C Obrecht, C Ferreira da Silva…","A microservice-based framework for exploring data selection in cross-building knowledge transfer",2021,"… Oriented Computing and …","Springer","https://link.springer.com/article/10.1007/s11761-020-00306-w","https://scholar.google.com/scholar?cites=11969007212561518595&as_sdt=2005&sciodt=2007&hl=en",17,"2025-06-12 13:34:22","","10.1007/s11761-020-00306-w","","",,,,,12,3.00,3,4,4,"… data from one or many selected buildings. For supporting our implementation, we propose a microservice-… Section 3 provides an overview on the microservices architecture of our …","https://arxiv.org/pdf/2102.12970","https://scholar.google.com/scholar?q=related:A1DRMqV0GqYJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
19,"D Kallergis, Z Garofalaki, G Katsikogiannis…","CAPODAZ: A containerised authorisation and policy-driven architecture using microservices",2020,"Ad Hoc Networks","Elsevier","https://www.sciencedirect.com/science/article/pii/S1570870519301064","https://scholar.google.com/scholar?cites=3411368393836289279&as_sdt=2005&sciodt=2007&hl=en",18,"2025-06-12 13:34:22","","","","",,,,,19,3.80,5,4,5,"… the use of policy-driven authorisations with independent fine-grained microservices in the … propose a containerised authorisation and policy-driven architecture (CAPODAZ) using the …","https://arxiv.org/pdf/2004.10276","https://scholar.google.com/scholar?q=related:_1yb4HqdVy8J:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
0,"P Antunes, N Guimarães","Guiding the implementation of data privacy with microservices",2024,"International Journal of Information Security","Springer","https://link.springer.com/article/10.1007/s10207-024-00907-y","",19,"2025-06-12 13:34:22","HTML","10.1007/s10207-024-00907-y","","",,,,,0,0.00,0,2,1,"… and data within individual microservices can contribute to data privacy if microservices are … about the currently running application microservices to determine what policies to apply. …","https://link.springer.com/article/10.1007/s10207-024-00907-y","https://scholar.google.com/scholar?q=related:1W6W7s-eSMYJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
6,"W Xiaojun, S Xu, H Zhe…","Research on the construction of resource sharing platform based on microservice",2017,"… Conference on Smart Grid …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8104486/","https://scholar.google.com/scholar?cites=5075292155714645869&as_sdt=2005&sciodt=2007&hl=en",20,"2025-06-12 13:34:22","","","","",,,,,6,0.75,2,4,8,"… the national key project and investment, in the policy and funds to be guaranteed, part of the … data standard, unified resource platform, unified database system, realize data sharing and …","","https://scholar.google.com/scholar?q=related:ba-yWFMPb0YJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
33,"E Ntentos, U Zdun, K Plakidas, D Schall, F Li…","Supporting architectural decision making on data management in microservice architectures",2019,"… Conference, ECSA 2019 …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-29983-5_2","https://scholar.google.com/scholar?cites=5436052772726716331&as_sdt=2005&sciodt=2007&hl=en",21,"2025-06-12 13:34:22","","10.1007/978-3-030-29983-5_2","","",,,,,33,5.50,6,6,6,"… Section 4 describes our reusable ADD model on microservice data management. … Data sharing must be considered for each data object that is shared between at least two microservices…","https://eprints.cs.univie.ac.at/6071/7/paper.pdf","https://scholar.google.com/scholar?q=related:qzenAjK9cEsJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
3,"K Afachao, AM Abu-Mahfouz, GP Hanke","Efficient microservice deployment in the edge-cloud networks with policy-gradient reinforcement learning",2024,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10680533/","https://scholar.google.com/scholar?cites=596140269926725104&as_sdt=2005&sciodt=2007&hl=en",22,"2025-06-12 13:34:22","","","","",,,,,3,3.00,1,3,1,"… allocation while orchestrating microservice placement in such … This paper addresses the challenge of microservice … Actor-Critic for Microservice Placement Policy. This algorithm’s ability …","https://ieeexplore.ieee.org/iel8/6287639/6514899/10680533.pdf","https://scholar.google.com/scholar?q=related:8LVJwWrqRQgJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
115,"T Panagos","Policy Fabric And Sharing System For Enabling Multi-Party Data Processing In An IoT Environment",2018,"US Patent App. 15/848,807","Google Patents","https://patents.google.com/patent/US20180182052A1/en","https://scholar.google.com/scholar?cites=16317270621825485737&as_sdt=2005&sciodt=2007&hl=en",23,"2025-06-12 13:34:22","","","","",,,,,115,16.43,115,1,7,"… the embodiments described herein ensure that sharing logic remains flexible, data sharing is fast and efficient by streamlining access decisions into a single core system component. …","https://patentimages.storage.googleapis.com/e6/d9/bf/7d83bd3971c2b5/US20180182052A1.pdf","https://scholar.google.com/scholar?q=related:qUvTjS2XcuIJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
4,"M Sauwens, E Heydari Beni, K Jannes…","ThunQ: A distributed and deep authorization middleware for early and lazy policy enforcement in microservice applications",2021,"… , ICSOC 2021, Virtual …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-91431-8_13","https://scholar.google.com/scholar?cites=10251832191710434411&as_sdt=2005&sciodt=2007&hl=en",24,"2025-06-12 13:34:22","","10.1007/978-3-030-91431-8_13","","",,,,,4,1.00,1,4,4,"… authorization policies over a large number of microservices. … for multi-tenant microservice applications designed to efficiently … policies on distributed application services and data. ThunQ …","https://lirias.kuleuven.be/retrieve/640055","https://scholar.google.com/scholar?q=related:a5TQ0w_TRY4J:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
2,"W Li, ZT Li, Z Yan, Y Liu, D Zeng, H Yu, W Chen…","A data encryption and file sharing framework among microservices-based edge nodes with blockchain",2025,"Peer-to-Peer Networking …","Springer","https://link.springer.com/article/10.1007/s12083-024-01856-y","https://scholar.google.com/scholar?cites=11692431899633989170&as_sdt=2005&sciodt=2007&hl=en",25,"2025-06-12 13:34:22","","10.1007/s12083-024-01856-y","","",,,,,2,2.00,0,8,1,"… for data sharing. … data communication between microservices in edge groups and large file transfers between edge nodes in larger groups. The framework demonstrated stable data …","","https://scholar.google.com/scholar?q=related:MjYhEt3cQ6IJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
123,"D Lu, D Huang, A Walenstein…","A secure microservice framework for iot",2017,"2017 IEEE symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7943286/","https://scholar.google.com/scholar?cites=9278055018642399806&as_sdt=2005&sciodt=2007&hl=en",26,"2025-06-12 13:34:22","","","","",,,,,123,15.38,31,4,8,"… policy usually relies on an additional identity management and authentication microservice as well as a policy controller microservice. … An application example is secure data sharing in …","https://www.researchgate.net/profile/Duo-Lu-2/publication/317423158_A_Secure_Microservice_Framework_for_IoT/links/5c12b0ff4585157ac1c06115/A-Secure-Microservice-Framework-for-IoT.pdf","https://scholar.google.com/scholar?q=related:PuK12OFFwoAJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
33,"T Asik, YE Selcuk","Policy enforcement upon software based on microservice architecture",2017,"2017 IEEE 15th International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7965739/","https://scholar.google.com/scholar?cites=5704867238561347912&as_sdt=2005&sciodt=2007&hl=en",27,"2025-06-12 13:34:22","","","","",,,,,33,4.13,17,2,8,"… , security management, communication optimization, data sharing and performance [4]. … metrics and policies to measure software quality and suitability for microservice practices. …","","https://scholar.google.com/scholar?q=related:SHk2HYfCK08J:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
18,"S Jayaraman, A Singh","Best Practices in Microservices Architecture for Cross-Industry Interoperability",2024,"International Journal of Computer Science …","academia.edu","https://www.academia.edu/download/121291807/IJCSE_18.in_ijcse_Nov_2024_12007_Best_Practices_in_Microservices_Architecture_for_Cross_Industry_Interoperability.pdf","https://scholar.google.com/scholar?cites=15291568397083096649&as_sdt=2005&sciodt=2007&hl=en",28,"2025-06-12 13:34:22","PDF","","","",,,,,18,18.00,9,2,1,"… data management in enhancing interoperability across industries. By allowing each microservice to own its data … From a policy perspective, the research provides crucial insights for …","https://www.academia.edu/download/121291807/IJCSE_18.in_ijcse_Nov_2024_12007_Best_Practices_in_Microservices_Architecture_for_Cross_Industry_Interoperability.pdf","https://scholar.google.com/scholar?q=related:STa6XnCQNtQJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
3,"L Tang, H Hu, Z Wang, J Wang, Y Li","Microservice architecture design for big data in tactical cloud",2020,"Big Data and Security: First …","Springer","https://link.springer.com/chapter/10.1007/978-981-15-7530-3_31","https://scholar.google.com/scholar?cites=9367428084562066029&as_sdt=2005&sciodt=2007&hl=en",29,"2025-06-12 13:34:22","","10.1007/978-981-15-7530-3_31","","",,,,,3,0.60,1,5,5,"… ” with resource awareness, real-time data sharing and collaborative operations is driven. The … transmission is specified by its QoS Policy to achieve customized data transmission [15]. …","","https://scholar.google.com/scholar?q=related:bfpWTzbK_4EJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
705,"I Nadareishvili, R Mitra, M McLarty, M Amundsen","Microservice architecture: aligning principles, practices, and culture",2016,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=Ev2wDAAAQBAJ&oi=fnd&pg=PP1&dq=data+sharing+policy+microservice&ots=McgXtcnLgy&sig=uuI8hR_HKX0pfB437uicX2ceLjU","https://scholar.google.com/scholar?cites=7942897412875102406&as_sdt=2005&sciodt=2007&hl=en",30,"2025-06-12 13:34:22","BOOK","","","",,,,,705,78.33,176,4,9,"… around the globe that have successfully adopted microservices. In three parts, this book … the Microservices Way. You’ll explore a design-based approach to microservice architecture …","","https://scholar.google.com/scholar?q=related:xijKHR3XOm4J:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
28,"Z Li, D Seco, AE Sánchez Rodríguez","Microservice-oriented platform for internet of big data analytics: A proof of concept",2019,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/19/5/1134","https://scholar.google.com/scholar?cites=5609056986841583651&as_sdt=2005&sciodt=2007&hl=en",31,"2025-06-12 13:34:22","HTML","","","",,,,,28,4.67,9,3,6,"… management mechanism including management policies, a messaging infrastructure, etc. Although this mechanism is supposed to facilitate the development of MSA-based applications…","https://www.mdpi.com/1424-8220/19/5/1134","https://scholar.google.com/scholar?q=related:I5CdiZxf100J:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
46,"MD Hossain, T Sultana, S Akhter, MI Hossain, NT Thu…","The role of microservice approach in edge computing: Opportunities, challenges, and research directions",2023,"ICT Express","Elsevier","https://www.sciencedirect.com/science/article/pii/S2405959523000760","https://scholar.google.com/scholar?cites=12490680650637377078&as_sdt=2005&sciodt=2007&hl=en",32,"2025-06-12 13:34:22","HTML","","","",,,,,46,23.00,8,6,2,"… and microservices. In addition, a summary of the tools used to construct microservices is found in … between the monolithic architecture and the microservice architecture. In Section 3, we …","https://www.sciencedirect.com/science/article/pii/S2405959523000760","https://scholar.google.com/scholar?q=related:Nv4VkN_PV60J:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
15,"P Haindl, P Kochberger, M Sveggen","A systematic literature review of inter-service security threats and mitigation strategies in microservice architectures",2024,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10540127/","https://scholar.google.com/scholar?cites=4391867893168977561&as_sdt=2005&sciodt=2007&hl=en",33,"2025-06-12 13:34:22","","","","",,,,,15,15.00,5,3,1,"… , utilizing a blockchain-based distributed access control scheme and smart contracts to store policies for microservices authorization. The authors claim that their scheme not only …","https://ieeexplore.ieee.org/iel7/6287639/6514899/10540127.pdf","https://scholar.google.com/scholar?q=related:mbbHaJQM8zwJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
111,"R Xu, SY Nikouei, Y Chen, E Blasch…","Blendmas: A blockchain-enabled decentralized microservices architecture for smart public safety",2019,"2019 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8946177/","https://scholar.google.com/scholar?cites=5003911138770322030&as_sdt=2005&sciodt=2007&hl=en",34,"2025-06-12 13:34:22","","","","",,,,,111,18.50,22,5,6,"… Through implementing each security model or policy as a single microservice that works … a decentralized data sharing and access control mechanism leveraging the microservices and …","https://arxiv.org/pdf/1902.10567","https://scholar.google.com/scholar?q=related:boIGOqt2cUUJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
123,"N Coffing","Microservice architecture for identity and access management",2021,"US Patent 11,057,393","Google Patents","https://patents.google.com/patent/US11057393B2/en","https://scholar.google.com/scholar?cites=10164142326627514342&as_sdt=2005&sciodt=2007&hl=en",35,"2025-06-12 13:34:22","","","","",,,,,123,30.75,123,1,4,"… of security policies for each of the microservices, generates a … data of the request and one or more of the security policies in … of security policies for each of the microservices, generates a …","https://patentimages.storage.googleapis.com/e1/d1/41/6440a6aa3b1e63/US11057393.pdf","https://scholar.google.com/scholar?q=related:5jclGZhJDo0J:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
12,"D Da Silva, J Costa, B Assunção…","Microservice-based middleware for collaborative supply chain tracing",2020,"2020 15th Iberian …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9141036/","https://scholar.google.com/scholar?cites=1830242447572592160&as_sdt=2005&sciodt=2007&hl=en",36,"2025-06-12 13:34:22","","","","",,,,,12,2.40,3,4,5,"… The Throttling component allows the implementation of throttling policies on the … policies. The Analytics component deals with the observability attribute of the system and collects data …","","https://scholar.google.com/scholar?q=related:IOZnHM9TZhkJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
107,"Z Yang, P Nguyen, H Jin…","MIRAS: Model-based reinforcement learning for microservice resource allocation over scientific workflows",2019,"2019 IEEE 39th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8885267/","https://scholar.google.com/scholar?cites=2559454847954499164&as_sdt=2005&sciodt=2007&hl=en",37,"2025-06-12 13:34:22","","","","",,,,,107,17.83,27,4,6,"… We show that our proposed approach automatically achieves effective policy for resource … real data trace from the microservice workflow system and we compare it with predictive data …","https://par.nsf.gov/servlets/purl/10192135","https://scholar.google.com/scholar?q=related:XLb6pp8ChSMJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
6,"N Xi, J Liu, Y Li, B Qin","Decentralized access control for secure microservices cooperation with blockchain",2023,"ISA transactions","Elsevier","https://www.sciencedirect.com/science/article/pii/S0019057823003257","https://scholar.google.com/scholar?cites=14669803403084613332&as_sdt=2005&sciodt=2007&hl=en",38,"2025-06-12 13:34:22","","","","",,,,,6,3.00,2,4,2,"… Meanwhile, decentralized mechanisms are defective by inconsistent policies defined by … policies and scheme, especially for microservices cooperation with dynamic access policies. We …","","https://scholar.google.com/scholar?q=related:1MasnXiclcsJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
58,"R Xu, GS Ramachandran, Y Chen…","Blendsm-ddm: Blockchain-enabled secure microservices for decentralized data marketplaces",2019,"2019 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9071766/","https://scholar.google.com/scholar?cites=3959585467521078202&as_sdt=2005&sciodt=2007&hl=en",39,"2025-06-12 13:34:22","","","","",,,,,58,9.67,15,4,6,"… ledger for trusted data sharing services in DDM system. Utilizing the containerized microservices architecture, … Privacy Policies: The privacy microservices is mainly for privacy-sensitive …","https://arxiv.org/pdf/1909.10888","https://scholar.google.com/scholar?q=related:upNkAQFG8zYJ:scholar.google.com/&scioq=data+sharing+policy+microservice&hl=en&as_sdt=2007"
