Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"M Bhadra, D Albert, U Yun…","A model-driven architecture approach to efficient and adaptable software code generation",2024,"MBMV 2024; 27 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10564525/","https://scholar.google.com/scholar?cites=4885255066220699631&as_sdt=2005&sciodt=2007&hl=en",11,"2025-06-12 13:45:48","","","","",,,,,1,1.00,0,4,1,"… adaptable model-based code generator aligned with Model-Driven Architecture (MDA) principles. This generator offers an alternative to the traditional manual coding approach, which …","","https://scholar.google.com/scholar?q=related:7x9De5npy0MJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
11,"Ó Pastor, S España","Full model-driven practice: from requirements to code generation",2012,"… : 24th International Conference, CAiSE 2012, Gdansk …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-31095-9_48","https://scholar.google.com/scholar?cites=17787315303192831758&as_sdt=2005&sciodt=2007&hl=en",12,"2025-06-12 13:45:48","","10.1007/978-3-642-31095-9_48","","",,,,,11,0.85,6,2,13,"… code generation (eg Integranova [1]). Recently, (computation independent) model-driven … is a matter of time that many industrial methods and tools are available for model-driven RE. …","https://www.academia.edu/download/116916457/978-3-642-31095-9_48.pdf","https://scholar.google.com/scholar?q=related:Dqet6gY92fYJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
85,"S Jörges","Construction and evolution of code generators: A model-driven and service-oriented approach",2013,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=RUa7BQAAQBAJ&oi=fnd&pg=PP2&dq=%22model+driven%22+code+generation&ots=mIwS7xfi2I&sig=300vs2s3rDXSLpMaPVgMxCR_OvA","https://scholar.google.com/scholar?cites=3035393258005020860&as_sdt=2005&sciodt=2007&hl=en",13,"2025-06-12 13:45:48","BOOK","","","",,,,,85,7.08,85,1,12,"… Automatic code generation is an essential cornerstone of model-driven approaches to software development. It closes the gap that emerges when models are used to abstract from a …","http://ndl.ethernet.edu.et/bitstream/123456789/34487/1/144.pdf","https://scholar.google.com/scholar?q=related:vEABARbiHyoJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
60,"S Philippi","Automatic code generation from high-level Petri-Nets for model driven systems engineering",2006,"Journal of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121205001901","https://scholar.google.com/scholar?cites=5979490177942214903&as_sdt=2005&sciodt=2007&hl=en",14,"2025-06-12 13:45:48","","","","",,,,,60,3.16,60,1,19,"… generation of code to support approaches for model-driven architecture in an object-oriented context, the code generation … The reason for this is that we focus on code generation for …","","https://scholar.google.com/scholar?q=related:99gu2qJq-1IJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
28,"PE Papotti, AF do Prado, WL de Souza…","A quantitative analysis of model-driven code generation through software experimentation",2013,"… , CAiSE 2013, Valencia …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-38709-8_21","https://scholar.google.com/scholar?cites=3080866416815497649&as_sdt=2005&sciodt=2007&hl=en",15,"2025-06-12 13:45:48","","10.1007/978-3-642-38709-8_21","","",,,,,28,2.33,7,4,12,"… What are the practical advantages of using code generation … impact of using model-driven code generation on the time … 7] without using any form of code generation, and at another time, …","https://research.utwente.nl/files/5288629/10.1007-978-3-642-38709-8_21.pdf","https://scholar.google.com/scholar?q=related:seG31q5vwSoJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
41,"J Bennett, K Cooper, L Dai","Aspect-oriented model-driven skeleton code generation: A graph-based transformation approach",2010,"Science of Computer Programming","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167642309000914","https://scholar.google.com/scholar?cites=15598177615188179591&as_sdt=2005&sciodt=2007&hl=en",16,"2025-06-12 13:45:48","","","","",,,,,41,2.73,14,3,15,"… The aspect-oriented model-driven code generation approach proposed in this work has two main activities (refer to Fig. 6). The first activity transforms the visual (graphical) model of the …","https://www.sciencedirect.com/science/article/pii/S0167642309000914/pdf?md5=81c4b0aaf77d67af6c63bd77f7f50342&pid=1-s2.0-S0167642309000914-main.pdf","https://scholar.google.com/scholar?q=related:h7q9-OXbd9gJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
63,"JO Ringert, A Roth, B Rumpe…","Language and code generator composition for model-driven engineering of robotics component &connector systems",2015,"Journal of Software …","aisberg.unibg.it","https://aisberg.unibg.it/retrieve/e40f7b86-3cef-afca-e053-6605fe0aeaf2/87-523-1-PB.pdf","https://scholar.google.com/scholar?cites=14886105400268672253&as_sdt=2005&sciodt=2007&hl=en",17,"2025-06-12 13:45:48","PDF","","","",,,,,63,6.30,16,4,10,"… and code generator composition to synthesize code from integrated models. We sketch a process for model-driven development of robotics applications using MontiArcAutomaton. …","https://aisberg.unibg.it/retrieve/e40f7b86-3cef-afca-e053-6605fe0aeaf2/87-523-1-PB.pdf","https://scholar.google.com/scholar?q=related:_cwJ2P0Rls4J:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
31,"J Ruiz, E Serral, M Snoeck","Evaluating user interface generation approaches: model-based versus model-driven development",2019,"Software &Systems Modeling","Springer","https://link.springer.com/article/10.1007/s10270-018-0698-x","https://scholar.google.com/scholar?cites=3858256470146069124&as_sdt=2005&sciodt=2007&hl=en",18,"2025-06-12 13:45:48","","10.1007/s10270-018-0698-x","","",,,,,31,5.17,10,3,6,"… It will be divided in language used for expressing a UI design (= input for the code generation) and target language used for the generated UI code (= output of the code generation). …","https://lirias.kuleuven.be/retrieve/640093","https://scholar.google.com/scholar?q=related:hLJoU9FHizUJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
70,"A Calderón, J Boubeta-Puig, M Ruiz","MEdit4CEP-Gam: A model-driven approach for user-friendly gamification design, monitoring and code generation in CEP-based systems",2018,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917303464","https://scholar.google.com/scholar?cites=12257147180033518481&as_sdt=2005&sciodt=2007&hl=en",19,"2025-06-12 13:45:48","","","","",,,,,70,10.00,23,3,7,"… It can be concluded that this unprecedented model-driven … strategies and propose a model-driven solution based in … to present a novel model-driven approach called MEdit4CEP-…","https://www.academia.edu/download/111362977/j.infsof.2017.11.00920240211-1-vcwsr2.pdf","https://scholar.google.com/scholar?q=related:kSuUSWsiGqoJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
17,"A Schmidt, D Kimmig, K Bittner…","Teaching model-driven software development: revealing the"" great miracle"" of code generation to students",2014,"… of the Sixteenth …","scholarhub.sanggabuana.ac.id","https://scholarhub.sanggabuana.ac.id/Teaching%20Model-Driven%20Software%20Development_%20Revealing%20the.pdf","https://scholar.google.com/scholar?cites=3483688272026441577&as_sdt=2005&sciodt=2007&hl=en",20,"2025-06-12 13:45:48","PDF","","","",,,,,17,1.55,4,4,11,"… Because the construction of a code generator could be a complex task, it was decided to use an existing code generator in our course. With this approach, students could get an initial …","https://scholarhub.sanggabuana.ac.id/Teaching%20Model-Driven%20Software%20Development_%20Revealing%20the.pdf","https://scholar.google.com/scholar?q=related:aZdUqgaMWDAJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
48,"M Jurgelaitis, R Butkienė","Solidity code generation from UML state machines in model-driven smart contract development",2022,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9741763/","https://scholar.google.com/scholar?cites=2277322821555509081&as_sdt=2005&sciodt=2007&hl=en",21,"2025-06-12 13:45:48","","","","",,,,,48,16.00,24,2,3,"… , requiring the developer to invest time in code understanding, modification, and testing. … model-driven development (MDD) and code generation [7]–[9]. The principles of model-driven …","https://ieeexplore.ieee.org/iel7/6287639/9668973/09741763.pdf","https://scholar.google.com/scholar?q=related:Wde0WQqtmh8J:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
9,"D Kaestner, C Rustemeier, U Kiffmeier, D Fleischer…","Model-driven code generation and analysis",2014,"","sae.org","https://www.sae.org/publications/technical-papers/content/2014-01-0217/","https://scholar.google.com/scholar?cites=18092102434158149928&as_sdt=2005&sciodt=2007&hl=en",22,"2025-06-12 13:45:48","","","","",,,,,9,0.82,2,5,11,"… input to the code generation process, and the Subsystem area, where the code generator stores information about the code generation process and resulting code properties such as …","","https://scholar.google.com/scholar?q=related:KAH6y04PFPsJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
10,"PW Burke, P Sweany","Automatic code generation through model-driven design",2007,"University of North Texas, Denton, Texas","researchgate.net","https://www.researchgate.net/profile/Philip-Sweany-2/publication/238509251_Automatic_Code_Generation_Through_Model-Driven_Design/links/5566f83a08aeab77721d4016/Automatic-Code-Generation-Through-Model-Driven-Design.pdf","https://scholar.google.com/scholar?cites=17054061492948717880&as_sdt=2005&sciodt=2007&hl=en",23,"2025-06-12 13:45:48","PDF","","","",,,,,10,0.56,5,2,18,"… using automatic code generation as a direct output of current model-driven design systems … A number of different approaches to modeling and code generation are discussed along with …","https://www.researchgate.net/profile/Philip-Sweany-2/publication/238509251_Automatic_Code_Generation_Through_Model-Driven_Design/links/5566f83a08aeab77721d4016/Automatic-Code-Generation-Through-Model-Driven-Design.pdf","https://scholar.google.com/scholar?q=related:OFHgUJIyrOwJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
4188,"DC Schmidt","Model-driven engineering",2006,"Computer-IEEE Computer Society-","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3f21283d368ca0c88ea4f93a8afd1d4a84538467","https://scholar.google.com/scholar?cites=15405461476376204544&as_sdt=2005&sciodt=2007&hl=en",24,"2025-06-12 13:45:48","PDF","","","",,,,,4188,220.42,4188,1,19,"… , and code generation. Lockheed Martin is pursuing the MCSD vision by integrating selected technologies in metamodeling, model checking and verification, code generation, and …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3f21283d368ca0c88ea4f93a8afd1d4a84538467","https://scholar.google.com/scholar?q=related:AFVeVJcxy9UJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
21,"N Moebius, K Stenzel, H Grandy…","Model-driven code generation for secure smart card applications",2009,"2009 Australian Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5076626/","https://scholar.google.com/scholar?cites=9146548010641843854&as_sdt=2005&sciodt=2007&hl=en",25,"2025-06-12 13:45:48","","","","",,,,,21,1.31,5,4,16,"… the automatic generation of executable code in detail. The code generation is implemented … To achieve the first goal we extend our approach to the model-driven generation of formal …","","https://scholar.google.com/scholar?q=related:juZch_QQ734J:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
2114,"M Brambilla, J Cabot, M Wimmer","Model-driven software engineering in practice",2017,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=bXSbDgAAQBAJ&oi=fnd&pg=PR11&dq=%22model+driven%22+code+generation&ots=wzIwx23shM&sig=xMEPDcw5Y9mnXB818g_LEbBOW8I","https://scholar.google.com/scholar?cites=4796079812203773998&as_sdt=2005&sciodt=2007&hl=en",26,"2025-06-12 13:45:48","BOOK","","","",,,,,2114,264.25,705,3,8,"… When the input models are not complete and the code generator is not smart enough to derive or guess the missing information, we can still benefit from a code generation approach by …","https://www.academia.edu/download/61691751/Marco_Brambilla__Jordi_Cabot__Manuel_Wimmer_Model-driven_software_engineering_in_practice20200106-58687-1fqozzz.pdf","https://scholar.google.com/scholar?q=related:LgDUsC0Zj0IJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
20,"D Gessenharter, M Rauscher","Code Generation for UML 2 Activity Diagrams: Towards a Comprehensive Model-driven Development Approach",2011,"… , ECMFA 2011, Birmingham, UK, June 6-9 …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-21470-7_15","https://scholar.google.com/scholar?cites=14539002055282813089&as_sdt=2005&sciodt=2007&hl=en",27,"2025-06-12 13:45:48","","10.1007/978-3-642-21470-7_15","","",,,,,20,1.43,10,2,14,"… code generation for activities preceded by model transformations. Besides advancing model-driven … structural modeling by providing generation of code for accessing structural features …","","https://scholar.google.com/scholar?q=related:oWjOnVbpxMkJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
283,"B Steffen, T Margaria, R Nagel, S Jörges…","Model-driven development with the jABC",2006,"Haifa verification …","Springer","https://link.springer.com/chapter/10.1007/978-3-540-70889-6_7","https://scholar.google.com/scholar?cites=13794248372777866298&as_sdt=2005&sciodt=2007&hl=en",28,"2025-06-12 13:45:48","","10.1007/978-3-540-70889-6_7","","",,,,,283,14.89,57,5,19,"… We present the jABC, a framework for model driven application development based on … 7 we present the jABC code generator, which is itself constructed by means of the jABC, as …","https://www.academia.edu/download/76125060/Model-Driven_Development_with_the_jABC20211211-27316-1sme6la.pdf","https://scholar.google.com/scholar?q=related:OlTvWs8Db78J:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
549,"SJ Mellor, AN Clark, T Futagami","Model-driven development",2003,"IEEE software","inf.ed.ac.uk","https://www.inf.ed.ac.uk/teaching/courses/seoc/2006_2007/resources/Mod_MDD1.pdf","https://scholar.google.com/scholar?cites=11362586972436814828&as_sdt=2005&sciodt=2007&hl=en",29,"2025-06-12 13:45:48","PDF","","","",,,,,549,24.95,183,3,22,"… By this definition, we are all—right now— model-driven developers. When we write a program in Smalltalk, Java, or C#, we don’t expect it to execute directly. We expect it to be …","https://www.inf.ed.ac.uk/teaching/courses/seoc/2006_2007/resources/Mod_MDD1.pdf","https://scholar.google.com/scholar?q=related:7NuTXaYEsJ0J:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
141,"C Schlegel, T Haßler, A Lotz…","Robotic software systems: From code-driven to model-driven designs",2009,"… Conference on Advanced …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5174736/","https://scholar.google.com/scholar?cites=1375184217008066727&as_sdt=2005&sciodt=2007&hl=en",30,"2025-06-12 13:45:48","","","","",,,,,141,8.81,35,4,16,"… We further on describe first model transformation steps and code generation steps using … although it so far only exploits a very small fraction of the potential of model-driven designs. …","","https://scholar.google.com/scholar?q=related:p1B9Y8KiFRMJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
1,"AR Sadik, S Brulin, M Olhofer, A Ceravola…","LLM as a code generator in Agile Model Driven Development",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2410.18489","https://scholar.google.com/scholar?cites=1709591263002976418&as_sdt=2005&sciodt=2007&hl=en",31,"2025-06-12 13:45:48","","","","",,,,,1,1.00,0,5,1,"… to generating deployable, structured artifacts. This research champions Model-Driven … proposing an Agile Model-Driven Development (AMDD) approach that employs GPT-4 as a …","https://arxiv.org/pdf/2410.18489?","https://scholar.google.com/scholar?q=related:omBnJjKwuRcJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
14,"D Alonso, C Vicente-Chicote, P Sánchez…","Automatic Ada code generation using a model-driven engineering approach",2007,"… Conference on Reliable …","Springer","https://link.springer.com/chapter/10.1007/978-3-540-73230-3_13","https://scholar.google.com/scholar?cites=17057672969828564623&as_sdt=2005&sciodt=2007&hl=en",32,"2025-06-12 13:45:48","","10.1007/978-3-540-73230-3_13","","",,,,,14,0.78,4,4,18,"Currently, Model-Driven Engineering (MDE) is considered one of the most promising approaches for software development. In this paper, a simple but complete example based on state-…","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=25ecd623d3f21cd2ee078df702ef14388d9a6242","https://scholar.google.com/scholar?q=related:j_5pzTAHuewJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
3,"S Raedler, M Rupp, E Rigger…","Code generation for machine learning using model-driven engineering and sysml",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2307.05584","https://scholar.google.com/scholar?cites=4885621379052850321&as_sdt=2005&sciodt=2007&hl=en",33,"2025-06-12 13:45:48","","","","",,,,,3,1.50,1,4,2,"… the automatic generation of machine learning code to reduce … based approach to a model-driven approach. Consequently, … in the context of model-driven engineering to …","https://arxiv.org/pdf/2307.05584","https://scholar.google.com/scholar?q=related:kcx_VcI2zUMJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
9,"BP Lamancha, P Reales, M Polo, D Caivano","Model-driven test code generation",2011,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-32341-6_11","https://scholar.google.com/scholar?cites=2388074237860754536&as_sdt=2005&sciodt=2007&hl=en",34,"2025-06-12 13:45:48","","10.1007/978-3-642-32341-6_11","","",,,,,9,0.64,2,4,14,"… we use the term model-driven testing to … model-driven testing framework. This framework uses two types of transformations, the first of which is model-to modeltransformation to generate …","","https://scholar.google.com/scholar?q=related:aLTz5N0kJCEJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
5,"E Falzone, C Bernaschina","Intelligent code generation for model driven web development",2018,"Current Trends in Web Engineering: ICWE …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-03056-8_1","https://scholar.google.com/scholar?cites=15219133177996600335&as_sdt=2005&sciodt=2007&hl=en",35,"2025-06-12 13:45:48","","10.1007/978-3-030-03056-8_1","","",,,,,5,0.71,3,2,7,"… , which leverages both MDD and manual coding, aiming at the reduction of maintenance costs. We use as running example a code generator for web applications presented in [4], …","https://www.encompass-project.eu/wp-content/uploads/2018/05/intelligent-code-generation.pdf","https://scholar.google.com/scholar?q=related:D2TZr_04NdMJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
10,"M Krunic, I Letvencuk, I Povazan…","An approach to model driven development and automatic source code generation of GUI controls",2013,"2013 IEEE 11th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6662544/","https://scholar.google.com/scholar?cites=1437881157784262976&as_sdt=2005&sciodt=2007&hl=en",36,"2025-06-12 13:45:48","","","","",,,,,10,0.83,3,4,12,"Generating source code from a model, using a model-driven development techniques (MDD), rapidly increases application reliability and substantially accelerates time-to-market, …","https://www.researchgate.net/profile/Momcilo-Krunic/publication/261276240_An_approach_to_model_driven_development_and_automatic_source_code_generation_of_GUI_controls/links/59366920aca272fc556c706e/An-approach-to-model-driven-development-and-automatic-source-code-generation-of-GUI-controls.pdf","https://scholar.google.com/scholar?q=related:QFn1dkth9BMJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
49,"C Schlegel, A Steck, A Lotz","Robotic software systems: From code-driven to model-driven software development",2012,"Robotic Systems-Applications …","books.google.com","https://books.google.com/books?hl=en&lr=&id=ZFWRDwAAQBAJ&oi=fnd&pg=PA473&dq=%22model+driven%22+code+generation&ots=MnLQhAcIDS&sig=30F9KQTZcCH5pg0xMnKVMdgFxEY","https://scholar.google.com/scholar?cites=2031422062849455712&as_sdt=2005&sciodt=2007&hl=en",37,"2025-06-12 13:45:48","","","","",,,,,49,3.77,16,3,13,"… more than code generation for different platforms to address the technology change problem and to make development more efficient by automatically generating repetitive code. The …","https://www.researchgate.net/profile/Christian-Schlegel-3/publication/221923732_Robotic_Software_Systems_From_Code-Driven_to_Model-Driven_Software_Development/links/0c960523090fb416ca000000/Robotic-Software-Systems-From-Code-Driven-to-Model-Driven-Software-Development.pdf","https://scholar.google.com/scholar?q=related:YHYIbZoPMRwJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
310,"K Balasubramanian, A Gokhale, G Karsai…","Developing applications using model-driven design environments",2006,"Computer","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1597085/","https://scholar.google.com/scholar?cites=12125527664680319353&as_sdt=2005&sciodt=2007&hl=en",38,"2025-06-12 13:45:48","","","","",,,,,310,16.32,78,4,19,"… We have evaluated the code generator with several examples of small to medium complexity such as a defroster controller and a steering and braking controller. The generated …","https://www.academia.edu/download/33338589/Developing_Applications_Using_Model-driven_Design_Environments.pdf","https://scholar.google.com/scholar?q=related:eTlxzyqHRqgJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
