Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"S Pfleger","Data Security in Microservice-Systems",2024,"","pub.fh-campuswien.ac.at","https://pub.fh-campuswien.ac.at/obvfcwhsacc/content/titleinfo/10215346/full.pdf","https://scholar.google.com/scholar?cites=3103939587107569400&as_sdt=2005&sciodt=2007&hl=en",18,"2025-06-12 13:11:36","PDF","","","",,,,,1,1.00,1,1,1,"… Microservice architectures are widely used in software development today. In the EU the processing of personal data in microservice systems must comply with the General Data …","https://pub.fh-campuswien.ac.at/obvfcwhsacc/content/titleinfo/10215346/full.pdf","https://scholar.google.com/scholar?q=related:-L7R7ZtoEysJ:scholar.google.com/&scioq=data+sharing+microservice&hl=en&as_sdt=2007"
3,"L Tang, H Hu, Z Wang, J Wang, Y Li","Microservice architecture design for big data in tactical cloud",2020,"Big Data and Security: First …","Springer","https://link.springer.com/chapter/10.1007/978-981-15-7530-3_31","https://scholar.google.com/scholar?cites=9367428084562066029&as_sdt=2005&sciodt=2007&hl=en",19,"2025-06-12 13:11:36","","10.1007/978-981-15-7530-3_31","","",,,,,3,0.60,1,5,5,"… With the rapid development of emerging technologies such as big data and cloud computing, the research on the “Tactical Cloud” with resource awareness, real-time data sharing and …","","https://scholar.google.com/scholar?q=related:bfpWTzbK_4EJ:scholar.google.com/&scioq=data+sharing+microservice&hl=en&as_sdt=2007"
85,"N Singh, Y Hamid, S Juneja, G Srivastava…","Load balancing and service discovery using Docker Swarm for microservice based big data applications",2023,"Journal of Cloud …","Springer","https://link.springer.com/article/10.1186/s13677-022-00358-7","https://scholar.google.com/scholar?cites=14989383611724295877&as_sdt=2005&sciodt=2007&hl=en",20,"2025-06-12 13:11:36","HTML","10.1186/s13677-022-00358-7","","",,,,,85,42.50,17,5,2,"… container instances are comparatively sharing similar workloads. Therefore, based on these results, it is concluded that containerized microservices for big data applications based on …","https://link.springer.com/article/10.1186/s13677-022-00358-7","https://scholar.google.com/scholar?q=related:xW7jSvr8BNAJ:scholar.google.com/&scioq=data+sharing+microservice&hl=en&as_sdt=2007"
34,"K Miao, J Li, W Hong, M Chen","A Microservice‐Based Big Data Analysis Platform for Online Educational Applications",2020,"Scientific Programming","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1155/2020/6929750","https://scholar.google.com/scholar?cites=1392367843683592187&as_sdt=2005&sciodt=2007&hl=en",21,"2025-06-12 13:11:36","","10.1155/2020/6929750","","",,,,,34,6.80,9,4,5,"… environment sharing, data sharing, and model sharing have become mainstream workflows. Of course, a personal workspace based on sharing conditions is also essential. …","https://onlinelibrary.wiley.com/doi/pdf/10.1155/2020/6929750","https://scholar.google.com/scholar?q=related:--dvPy2vUhMJ:scholar.google.com/&scioq=data+sharing+microservice&hl=en&as_sdt=2007"
38,"JA Bigheti, MM Fernandes…","Control as a service: a microservice approach to Industry 4.0",2019,"2019 II Workshop on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8792918/","https://scholar.google.com/scholar?cites=16428201521701361735&as_sdt=2005&sciodt=2007&hl=en",22,"2025-06-12 13:11:36","","","","",,,,,38,6.33,13,3,6,"… ; microservices do not share databases (each microservice manages its own data); microservices do not share source code, but can use common libraries; each microservice can be …","https://www.researchgate.net/profile/Eduardo-Godoy-2/publication/335138663_Control_as_a_Service_A_Microservice_Approach_to_Industry_40/links/5e5aafa3a6fdccbeba0f1c4a/Control-as-a-Service-A-Microservice-Approach-to-Industry-40.pdf","https://scholar.google.com/scholar?q=related:R5iKXz6y_OMJ:scholar.google.com/&scioq=data+sharing+microservice&hl=en&as_sdt=2007"
128,"A Furda, C Fidge, O Zimmermann, W Kelly…","Migrating enterprise legacy source code to microservices: on multitenancy, statefulness, and data consistency",2017,"Ieee …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8186442/","https://scholar.google.com/scholar?cites=3741713378369419086&as_sdt=2005&sciodt=2007&hl=en",23,"2025-06-12 13:11:36","","","","",,,,,128,16.00,26,5,8,"… It enables organizations that demand complete autonomy in the administration of their users and associated data to share access to the same physical instances of the system and to …","https://www.researchgate.net/profile/Andrei-Furda/publication/321198405_Migrating_Enterprise_Legacy_Source_Code_to_Microservices_On_Multi-Tenancy_Statefulness_and_Data_Consistency/links/5c9866f445851506d7295afd/Migrating-Enterprise-Legacy-Source-Code-to-Microservices-On-Multi-Tenancy-Statefulness-and-Data-Consistency.pdf","https://scholar.google.com/scholar?q=related:TjcJQX487TMJ:scholar.google.com/&scioq=data+sharing+microservice&hl=en&as_sdt=2007"
13,"H Liu, L Qi, S Shen, AA Khan…","Microservice‐driven privacy‐aware cross‐platform social relationship prediction based on sequential information",2024,"software: Practice and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.3240","https://scholar.google.com/scholar?cites=13556899932101732214&as_sdt=2005&sciodt=2007&hl=en",24,"2025-06-12 13:11:36","","10.1002/spe.3240","","",,,,,13,13.00,3,5,1,"… In fact, in a microservice environment, each microservice can … the microservice architecture enables data and function sharing … of user-available data information across these various …","https://www.researchgate.net/profile/Arif-Khan-23/publication/373020350_Microservice-driven_privacy-aware_cross-platform_social_relationship_prediction_based_on_sequential_information/links/64d4caedd3e680065aac503c/Microservice-driven-privacy-aware-cross-platform-social-relationship-prediction-based-on-sequential-information.pdf","https://scholar.google.com/scholar?q=related:dudwJKnII7wJ:scholar.google.com/&scioq=data+sharing+microservice&hl=en&as_sdt=2007"
24,"K Munonye, P Martinek","Evaluation of data storage patterns in microservices archicture",2020,"2020 IEEE 15th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9130516/","https://scholar.google.com/scholar?cites=459848372201342031&as_sdt=2005&sciodt=2007&hl=en",25,"2025-06-12 13:11:36","","","","",,,,,24,4.80,12,2,5,"… While microservices offer a wide range of benefits over the monolithic architecture, other challenges arise relating to complexity, inter-communication between services, data sharing …","","https://scholar.google.com/scholar?q=related:T0Sae6i1YQYJ:scholar.google.com/&scioq=data+sharing+microservice&hl=en&as_sdt=2007"
13,"W Lu, Q Xu, C Lan, L Lyu, Y Zhou…","Microservice‐Based Platform for Space Situational Awareness Data Analytics",2020,"International Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1155/2020/8149034","https://scholar.google.com/scholar?cites=3216226945340923459&as_sdt=2005&sciodt=2007&hl=en",26,"2025-06-12 13:11:36","","10.1155/2020/8149034","","",,,,,13,2.60,2,6,5,"… of X as a Service (XaaS), we propose a microservice-based platform for SSA data analytics to promote the sharing of SSA information and provide convenient and efficient services to …","https://onlinelibrary.wiley.com/doi/pdf/10.1155/2020/8149034","https://scholar.google.com/scholar?q=related:Q94V0l1VoiwJ:scholar.google.com/&scioq=data+sharing+microservice&hl=en&as_sdt=2007"
8,"J Lian, M Gao","Design and implementation of network information service platform based on microservice architecture",2020,"Journal of Physics: Conference Series","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1678/1/012094/meta","https://scholar.google.com/scholar?cites=5464536117082340460&as_sdt=2005&sciodt=2007&hl=en",27,"2025-06-12 13:11:36","","10.1088/1742-6596/1678/1/012094","","",,,,,8,1.60,4,2,5,"… microservice platform business. The establishment of the data sharing engine helps the data exchange from the data … table of the microservice is mapped to the standard data center, so …","https://iopscience.iop.org/article/10.1088/1742-6596/1678/1/012094/pdf","https://scholar.google.com/scholar?q=related:bDz8aKXu1UsJ:scholar.google.com/&scioq=data+sharing+microservice&hl=en&as_sdt=2007"
46,"MD Hossain, T Sultana, S Akhter, MI Hossain, NT Thu…","The role of microservice approach in edge computing: Opportunities, challenges, and research directions",2023,"ICT Express","Elsevier","https://www.sciencedirect.com/science/article/pii/S2405959523000760","https://scholar.google.com/scholar?cites=12490680650637377078&as_sdt=2005&sciodt=2007&hl=en",28,"2025-06-12 13:11:36","HTML","","","",,,,,46,23.00,8,6,2,"… microservice designs in cloud data centers to reduce operating expenses. But during peak traffic hours, data … On the other hand, Alanezi and Mishra [62] proposed sharing microservices …","https://www.sciencedirect.com/science/article/pii/S2405959523000760","https://scholar.google.com/scholar?q=related:Nv4VkN_PV60J:scholar.google.com/&scioq=data+sharing+microservice&hl=en&as_sdt=2007"
20,"NC Sheffield, VR Bonazzi, PE Bourne, T Burdett…","From biomedical cloud platforms to microservices: next steps in FAIR data and analysis",2022,"Scientific Data","nature.com","https://www.nature.com/articles/s41597-022-01619-5","https://scholar.google.com/scholar?cites=17274518996910826294&as_sdt=2005&sciodt=2007&hl=en",29,"2025-06-12 13:11:36","HTML","","","",,,,,20,6.67,4,5,3,"… In our experience, biomedical cloud platforms, while frequently built on the premise of simplifying data sharing and interoperability, are not generally delivering on this promise. Instead, …","https://www.nature.com/articles/s41597-022-01619-5","https://scholar.google.com/scholar?q=related:NmOb3IBru-8J:scholar.google.com/&scioq=data+sharing+microservice&hl=en&as_sdt=2007"
651,"N Alshuqayran, N Ali, R Evans","A systematic mapping study in microservice architecture",2016,"2016 IEEE 9th international …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7796008/","https://scholar.google.com/scholar?cites=11364443780737005286&as_sdt=2005&sciodt=2007&hl=en",30,"2025-06-12 13:11:36","","","","",,,,,651,72.33,217,3,9,"… data that is frequently used by a single microservice is owned by another. This requires creating data sharing … communication overhead caused by data copying which happens during …","https://bura.brunel.ac.uk/bitstream/2438/14968/1/FullText.pdf","https://scholar.google.com/scholar?q=related:5va5PGidtp0J:scholar.google.com/&scioq=data+sharing+microservice&hl=en&as_sdt=2007"
